Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"UryVSYYAV/WqFlMHvQXyzRkOcATXEIX/REeQyDe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","jcqWaMVmUTwucpLQw/ZLnYDxVRwRhFSVykIWaUn","USKW/AQNYxjPmRUtNV/fhmYFYnwdiYBoWtEMVTX"
"qTDloT+UjG/vZKjeYMoRsqYvNDKNSRiQHOcBPOI","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A5013","nFW/qTRTqwOiSWPybZHtYQsSVtDzMWHdGgdHmZg","MBoBZbgjOJsinnzWVdB++dXdgbxWMeWSS/llPdH"
"EUrDGXGSSWSjYTOrHVarjaScBkFLODxGZYgUhPB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5014","JMWrQtnhMnCnNURfBLyVZlEmBrYQQdSRKoZFAUY","LZyHVbYzViQOrvTHESexcrZIlvcYUCkthvkEvTs"
"BIHTeLVxEoJtWsSVewfXNvgSzWYozptkYRLCZoX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","p+BVVWJnDpyKRAXVtsERLYWMOIpnaXahNXBXKCS","pawsnYUokcdYVcwHaa/kNec/qSYDjealTnuXTWY"
"OZIhkOgAUXPRmeGHvCdyQUooNlws+/DhRQQPQ/Y","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","HGhPLZVvSuoTa/KrURFYZF+iqhkrSYQfkaUMQiU","ownbgUAbXrBkAPJVRNnCfTPzRkCarSkmAPzVBxM"
"eqnnEFpmOeVPqagTNeuQeGIdIYu+KYMONRSyqeU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5016","eSVUPSJXuFpfcsJSPoTjUiVGALhNrtoNWpgqUeq","QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh"
"KqRdJWWKIQqZTJgwYISyyhQUWXYZydWadccZxfM","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 539","Sonst. Einzelhandel, Reparatur von Gebra","J09A5016","WVSVPNvTQJIc/BVokOTiqaeERXXGNZSGmZaVgjI","rwTWxlYTovUWojLnUkeHiYhQMTNYRRRYGbBoUQK"
"TiXxnMRfKOGZvKAsRLLRRlpIUeAZyZqATyCqVkU",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","VUTVmqKApXYRQXGjKDazael+TzTQlRQLVRuUxpZ","SPVTXhTXOIzihpSQQrLKr/wdPQNqOVLwKUBgSvW"
"utJshbqQyWRhIWfylswDvQbeWMoTgTnvVkNksSw","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","cjgGXWQjbiGFZWSzTiryVYTapZOYMkQLXsrxiRQ","ODRRcZnoUHTZaPQYUtcjncQYlfTTolHIXeRbPEb"
"hLAwnYYF/ZhXIYtsZmkOakZmVxgCCWTqPcHSGNk",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","JtwjLSxCacVqRJnUyGBMwbbUcHjmHbSzv/hUlIg","VMZTYLsOjjxdAOWTFqeRundCviYieYDDMaThIlz"
"XzSqujYMuFlgPTjQivSytYZMEdwiRDAkxTRAcQR","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","BVAQGZhcOLTFSWMPvwCgsPpjQp+cuKtFxlvOIVT","PRUCSGrDSlYyZXRONemCgnyEWaqkJYqUBfGKyye"
"QTCUQTRSGXvkiZSDqxsniXHJwRrvFMjCFXkWadT",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","VmTK+RAJJFcuSaxLTVgqNDjnEtVKlvDdUGwKjqe","sENjVZWGDLyUiYlsUuUQRlLRkeaDxAHYSrBeIKf"
"RRQVGc+AZOqQLVYLTXpKbRSQTDIgnxUVRsoKOQe","PRAX",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","NNA","Gesundheits-, Veterinär- und Sozialwesen","J09A4011","kcJJlAQfRxmjaWHOQTUxbrOWmZJUTDJLnzSVFUY","TgaxTsLlxWVdYYtQkuUSDCcCGRmIirEXo/zB+KA"
"TYZiDRsPVvQye+DuLZubRicyAFXmsytbUYaglSS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A1701","sGQoUVOGveyCfvOcWU+EZeMGcvTcSQrXpnTyFWc","yUWWIUItoUMSbwFF/TXTjYlMfX/FeJuJGXKgJiR"
"XjVV+FtjGvyeICsZPhTVdvttWYpEXRgNvZqnYWE","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","H/SnyQOXYKIXFGCsTQEzbSapgWvZfiUz/JcsSUZ","vulOKswNYVTgDoXfe+NbfVrXEDhcDaUKVVXYFWG"
"kEcyVNtMWVHfUSHUuleYTqYXUpVJfzRTuuFW+fg",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","ozQJHyXvyaPssMVgNWQlZmjQAWZzU/hVdmoUhRC","t++iIO+YmBIAsUPHllY+GgnpVQrqIRMWhQvqaHQ"
"CHSWrYxwIDEvFoBAVYuYXNLUnkmgZsZtzoFqKSR",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","yTGsIHPgpVagrcuYcnQoixniZKPW/SVwDhvlCkj","RvOMdZKcXCsHpNlRUQTRRhLCPlVNqdvqFPFUtZf"
"ticUesUNmmilVCizVZetiYvExRTQFlcqljptKem","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","Tvag+QOkqeAyxWQsgBBLRVzGxQqhSTbokYPdmwS","ZzysvFpVKBHOfgNCjGXVRYUVyEIAfpUZ+UlxgUK"
"dIP/ohYXHMhTbLUDaMlpBFmAEDlsPShZMMOIPjQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","zVr/SxsRbcQVZskbexRrftSry+iebVkPTzShfFv","nEyKs+IytaXjjVikzhLfYWUXWYI+zLLMCgPeunx"
"UTTXwdsPwlSZfaGdeSngMFx+XHGlWdGcRJUaUfv","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","yVLqwysz+ZinDyUFWXRrxUHWHVrdXeUulNhDSTq","hLeSRIotzyvLsQfHLfYUfxFywTSQiMrFFWlFFxk"
"aYYLSPsBtNgrj+wkQXN+nitcZQJfNfZoTUYZdSQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","fXbwkNbCCT/sIuCEHXxZSEDnG+IOeqUkXiPBorG","hIogykVfoaUe+AY+nmPZIpVlUqYWWXePmWUAWel"
"tH+JELee/iQIUVqYpuVoQIteXVvtvwbwkXRs/lA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","YOfXUQoYJXJUXqykIecPtUOHyVblFPS/GWrUQcY","ihG+TEWugPAcvIMsYwEgxruDnP/gJemTtegjYDk"
"m/Xq/rwZiMUXcWeyXSSBnSIDfqyYn+uMvQpYhBV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","jnuLn+PUDmKCDUjRblxDIQRZfVZVaWwuMVqmfWV","MJBiMtlCZF+PrpYOXUduQFZXi+/HoutFSsRdHjX"
"VnpQYxSAtjZSrFbFVcXNwPveRJqeSSwqoUTZLcr","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","wur/obKxUzqRSSqwMQZWkhXQwDQWNYYKWtfvUVa","mVrO/jXRUUtvPjLlLaQdMlzWoLUQmbMTODUZCcE"
"UUSvpVQbSJQWv+GYUjENdvYEzLWDQ/eXWyk/inX","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 927","Erbringung von sonst. DL für Unterhaltun","J09A1701","'+rWeDQt+rJYchXdnojHBLWRsvcoQhQIbgKJlMbo","djNfrQTkLmhUGXkkGZVSljAUQEMwMsJjnZFZdHC"
"WBpAdYxgTfJXig+XoUJURKImBndSVjIkeViPLFo","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","QpmUbjsXUUZXTITKtlEfFEYQj+nnXGyEiCUXhcm","QzUrGdnXtRoegTUVyqWnIEGXsujBQUPSiZHQaXz"
"YKQYwbSR+Hfb/QgUmRksyJSpcgooKUgQoWTNFqj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6104","QRJgOXLTmMZJbZpSwoAq/kuhlSITLXWpdOoexDn","DTXhUZTerrwztYATQjDSIrcDqYVnPvDNtSZVlYG"
"NLEwPzPpobZnMpOtpoioDzoLXMTiXQe+cXlIWCN","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","noCSCnUHDJPfOkYuDQbnXtDTIqYdTcUqleFJSAi","McSRYSdBCtTCXLUmkURARBrSZZ/FxRrtWPwIbb+"
"RnkaSIeRRTvRSvQEvHbHMnMEzzrWQlrZJdYIJbQ",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","HPkiXXmVEilFoUZTTLFgmUQOQSyBtWZwaNyUHgt","JhhGPtmYSgHTpieEv/rUrDiqUYmktobLZS/HSqS"
"KBYEJw/RprlDVyRQYpmlhZvH//i+SSWooJtXTYg",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","G+TRWXXBYURkCWjOaujAubqk+YqaKeoFIxHHIru","gIkYXvxbDwQzegPwpXQSOXb+UREHyTicPEjUSPg"
"tVGhwJCfhJVapASqsAWjLTGGwTLTmgULjvMZWXj","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","eQzpAQSuLxATcTCUXnGVxsbyJJZEMUl/TWlO/ok","zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg"
"jTRDrdAxNuNMFwAknnIttKYJQNIniUfdSVoPWXm","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","IiGZPfUtLQYzHDRruYqVysgA+EOOSxXqFfKQeUE","zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg"
"WWdOZbKctOVYfTZBojEYzbkjgblCRL/goUbcilt","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","gZUtjmXQMVlsSrXjcTpAbWXXoORXyxlditLRnCr","HcKDRWJyUVhAaXQUgiSmWtQqliYAjoAWNedbMdc"
"mTcGukqioWUjqYcAwVYMQYqMUtFgSBYNZSRVvgD","1018",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","ZisGRlzYgARsjGzqTfP/TSRGzBRQUpEFZlM/Uij","CSO+AWUhVxXdPdgUmzSsXFGPzqfYGsIZYCqeosq"
"SaTZEtOPURZVoFNDBRNRQRm+NVcTSBQB+vofpfx","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","pEIVwo/dwyFWhJYKKXHKcBqWzpswXQZfIOMUAXJ","VXIpFhiSfvnoUDrYogiiTpKRfTTikWKsiAZqbHN"
"QULTawvlDzbrgYvrpWViUoCZHtjWGxmUCNWgHWS",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","xFLLWrSiYOtLKLOEIDyraiRTW+zdTvHelUMNRdW","rWlRWMQRSCfVqWVVFQgUmIXmUNSwZQbc/TUsIES"
"yPeAOSgBvLfYlsSsUXSKYpXbeOcFUtXxFvbiWeL","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","SXnhKW/VVXuDYQXUgcmSVaHx+dYPwVkBgTRnwCy","wmZAEvDVEQsMsdGXTSkhzUZoOvQtCqQWxFQFVDX"
"PgUTDWEQWHpyUjSZgwY+/YZKxdYZFYgTqfKwTbN","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDA","Ernährungsgewerbe und Tabakverarbeitung","J09A4011","UxfXgXvfOTcDyDRQJRGNQbjlXsGkXmFCUdAuvWJ","PSREVZTgXBBFlImXiTZcAypUuSXYcWUkujUNAIR"
"tYYLWsTyQAVtlRJUTVWnXsSZoQJuchLUhwQynlX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5013","nXNDVFeYV/++//hCCIRVMBIOVfTiYSXfMSEktK/","yYABVQFXSfpXRZCquuzsqUSlFZWnXOVRzvEtWXR"
"KQsTczZVVVESXpwZwZpLbNABSWVeSLUKqCZtCmk","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","TTWINnZhlfHwigHR+wkKZTcVwiblZnyOQjdRdeg","QfaIdWnuaOQLmEIzrw/EamUjM/WeilQDS+YXHUb"
"RkBTmrazyLuGVADFUKpxWOTPTAEenTjVs+Nfaiq","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5014","fuP+UnhIOhHRLxbNXTQkOAPQTE/ycaZGWuLPQVu","XfIFLZnQNNTUf+fyqfBQQwQQiHYWxQmeDfkSdct"
"WsiycdRGyuQxBTP+ESzkayNJLFWkpOyOe+Zmsfq","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5015","RRyUoLStPdijmncW+QRFYTXMJSKUNNxArABtYBV","SCzPMdzqGQnHuRcRrxJdiHdBSTXSSaGpBaOPIWK"
"TeEyUYeyzwEBzZVwrsxEf+qnKfYdUIVQqViFqGe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5016","kQHf//jdJEweeOTFUoiqMmgJvgGsOQsXDSgKTSR","XFQ+ALHwS+DotfXZZJQcMIUtlmUkUPXIXPTDSSJ"
"LskPkSNkfgKcQHzZXpGIs+AVsTgT+UbndRvFoTw","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5017","DlJOpWzhzKpwwGOrohzlmObSqNsYg/MKVgKiitZ","pPDyAgvWvSCPjEqglpNjSlxXLrjQtgJMAjegRVp"
"SDXCnW/zanwKiYdLsRcEEUEAQeYZZVlC/f+oTRp",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","tcINPvaicTRCovYVmvYAzR/SSocnIcjeiVQDMPU","YJl/SBYXmcuSRVGncOgGCxptJTBrXONxxQuVKcT"
"GUnQr+bmuBtXvyVuZwjZvKxkUV+B/svcGWqgOky","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","I+Km/Dvlwfj/H/zuXRZVPXZlXS/YENIde/nANmr","QwCaYURpLBQNeUQaTrCkZ+HaLqzKdksezZOrzvh"
"pZQMNTGXmuZmWQtITfTsQOblCPRiJ+SEUMPOmEH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5401","ydsivAJxfDlQZYQHSxdvZhGuNFbOScZPSVcNOIU","kRYIUkUsTRixVWBIFbnYheWAgsYiMQAQSAGGdmR"
"QZTOYUVizQnCS/jBVlTC+VoyQWKvXPYmp+YWrjm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5401","my/TqfeYouV+uVIGOuqWXkGGQMtKTKfwIRiRGHF","wIZeNqnWFpcYRNDFrUaNivatFXdwRfYkZFrtUWn"
"/BW/hoIVahuVlISbkxkuJhLVTSyKZSbzSGKWxfX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","ZTqTqKpsTUxocVIDYlNlHyuEKY+WSgjweRoKekV","BjgYEvcZdmyJBXlqTWJQVTuvHREpqMqwFwZYhgo"
"rYOVEXhDUr+QZYXmrCLnLtYnoiWRtohPoLuqHWl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","WoDaWMG/xMJjWwdoVYthOnQYeAXi/qXnhkFqEVH","mSmRAjjPHDkGYrfvYZBW/WegHsGIzVoPzgAcJAU"
"XFvqyNv+UQEBbyOCUySuMuPERmDW/+PKCVSNRAa","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","FXndtzWYMTRt+muWFSobVpjKwpPBmw+Fifty/Zb","WqDzQTpQQSuWMjkJuYEunaiKHbgnUQshgkvRVeQ"
"OKKfXtMwqUVtEOggfHyVYVHKTyAimkUU/sYMaCt","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","VfxFedRzQqATSQWgnYQFcUsqqTYGQgRpJqlGZZn","IKuTbVt+ZMjDtNVQQxRvXUswbTiRMxUFseJ/nWZ"
"BRTQ/Tp+YxDaBWsprqMSUlEWJZtGWDaMNVATQZX","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","CwloWE/TMjFQwYdLQQgTIZtIpaXSJOLg+ldxIJW","gocUZnaKmqUeTQqlhMmIwUKVkzXiEeTseQRoDRy"
"SYGoWZUFqQXpdllxK+VvuQyzXVRAVuWRDZDKYSh","ALLG",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A6102","tImIRzqm/TZRWNSUbsjMhZdeaRnlnNIFSPEEXTv","EuQdwVf/Oy+JvaJtVQyXFrjDKNpDQmTwYjCwPUA"
"TwMUZsbrUZpKU+ROaRvLDGDPGXc+RhGoWPkuSQX","BAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","FFA 456","Baustrom (-anlagen)","J09A6102","TtrRpIhdicBAGYTzZSheWQCFTY/XaijUWfisKZg","NpBUTFUKNNBxHzFciiCGQQvBojICZGGYEUcAGfq"
"bZPJEFc+GyzrbnSmQSpWTGWSLTwuBuQrrOTUZXM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","LyBpLWUfREungqtGjxTUhyQbwWNqQVSCdW/mMAU","wZfTnQKVRKVGvWhYWoUekaWANdiTNlCrPSftWgB"
"eQbnVgERThiYVTXNRoJdXpNNpYmOF/aqIOlyeZe","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","kdMYWMElJXTaXkZStwShcrvTzENjSPelZjZeeYL","X/MSvNIQdfnSxO+nQKZQpOUObqIKT+xYKVUtCcR"
"sJfzSYtOTZ+GxHlQvdMRjQQQllSJoWkqcbaYpXk","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","HNGWPdWOYmXEODCchcTVcUoZcXSSQkXRXaTLJX+","CsZwkBHZBTQDBMFVzTC+wXcTa+SrcSVSQtpNGJx"
"oZV/XyfspYALHFMYTjwTZx+YUKDSCSkbS/N/nCY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","RCwIwckweYGpXPQfuDDVDgEWdtvQxkFU+VfRrfL","FiUQuduHmBCTlUDiHQZHU+B/xkVTzqkIkcRI/jL"
"ABMDFZliyyzSGZtTdJQ+oEDaOfEyksZCLc/BxZv",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","LJzZEtUTAETKAnbWqVmQTUZSmWdfpMbCfQsS/XX","WrYATGVOiFHjbUWnpUQTRVxUZGRfC/btLSTB/tC"
"lWc+fshuy+QPzHgRZSnU/BCRoXPVfvNRnUnSxhw","GEWE",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 500","(= 501 - 504) Kraftfahrzeughandel; Insta","J09A1701","MPRQgSWYRrAiTiNkhHbohlNQbIJpKA+bcMAREcI","nsbaHQ+LiPOnTGjZsHQtJoArY+keUSZNwvusXms"
"YAaXVXrFXFQLkdQNRU+SZXnYexvCVsxvpTRDnQy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","kDYLxSQLbqG+BXGaMGVjVl+ieQNXQUuyaVLHLZa","lVpklRTcZSRQTuKNTjCl/WXEXK+mjnakvffoYOR"
