Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"yYvjgoicPRRuVNqFTzQViWSQMsWGUwGGNJZlsLH","BOZ/dSISsGeWKoYYBOoStEYTumnghYTibL/eCFL","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661054"
"oIheQzgTiOLSbYEVXQXwioHORLOTGiSXITllSUW","LdHOooEGYvwrDoyMnLLAejOVXOoJ+rZxRQsTQxy","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661055"
"TBLRWpehhFPtNGKpmCBPtzZESpUFHVjpofTYVBl","UKkJOZWFQtVVDesKRduOQUQTSoqLdRQuelUAZJA","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661056"
"OUeUoJF/pQYTZGOvacpWwPYvVrQFhLUiZHZqjxc","GmfcQGxWUSHNkuKRSXRMqEvDvVRcnTdyRDWHVHH","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661057"
"btUSlLmpWwZVjTRWRgokMSe+cX+SWJXAOaXsAAG","Dc+OaUESh/czeWIXRPQAvnRSVYP/QSKmhFHDAOY","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661070"
"SQXumUFwBqwAWBhEowmUIrSiAzytiaNxoKZmtAK","V/XoSAOWVGeUmztTUoZZAccNwRJDjSAjh+wgXDO","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661073"
"Pt/cHITqZExZxYZKJZImDUCtRZJyNGTHQfrYZis","DykZSKeSuUQoTPgLvTlLJwAHczXeSVSrJOQwHZv","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661074"
"pDeyhUQvDzqnwSoSheeaIEfVCleAFRpNHzNQhkg","cTYjXZMhyBgtjZzjXhJxMyySRHyshCxTdwXVaLY","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661075"
"TOAovxMNSQtQzruTYvYhQssUNVo+oBvJNEBbBda","hAF/YVoKQoqeWXOfJmiQ/BxXStnzcFKUgaTYMFX","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661077"
"QfaepMqSjRXKCDUYdfXZhUtgTSaJVveNroMNdRw","tjrvVentSISng+xWxwWrVSNnUnPWKVAnlOSatPc","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661078"
"dEXvUJWYdfmwjEnjTReAS/XeEszVSNxDsQMijPm","cUSRktPhPfghtMoqZUvNOWeWkQHithpDdnOkvSQ","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661079"
"J+QjsgQOUTnmfHszZzKB+cgQRVYlefL+tkzjoaX","WEiTUhYZzsSVRIBynoClEVqPeOMYWJYnApWioeO","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661080"
"bSQWohYF/EbXWS/qt/+bEOeWZQQmHAbkNOQWYdR","gPwFFVZc+OBwLOgzaUxjaXlu+fHTpdHXOZCU+lC","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661081"
"uDVpWVhXpvzPXW/ZdwSwxUBEZeYckFCgYJCxisr","QPmlKYUAtVPdlZ+wkNvJYrlIySayonVTSOAVcvC","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661082"
"wVQjdSRlhrwVjnfdqBEQYTXQhmboSZepPouRnYf","CgNZfZDhYiCQiYJYlDVsPXy+ctvCpeJuwXCIa/k","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661084"
"SKUYjRTWLvpSODQUUfWuBpkwNHOPsyVCGlwHXyE","eYRIjWWiSWSBDBJLkmojCqFCZKIBZKTSUshUJxR","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661086"
"QFiGABKbyQwZWj+AvANFaSQkvtfNdTBpUMGZZci","kpDEFFTXgKBfCUCjVWZBf+cL+rEclWHYVXONPYb","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661087"
"ufJRbWvvcCixpTGxTHMzESiObsHoYnpYykznhNS","YvYJaoLhVXTNZXsODVSmitAWSKsmtTAlxbVNTYJ","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661089"
"XQFujeIRYmUIhRxgyUFndhnNwMGOAHkEgWr+lyS","RvNapCYJM/UUMnriAdZTUbzpYmR+HErssnVIULE","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661090"
"oopEjjAFWkQwupyGtFfdUgzYcaYqKfDWtFQb+ZK","FTxaoSdmUDzDou+FHWmXNwBQ+MvWcVjJlfhfSrt","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661091"
"sTfeTmULjsYwAnTSrgVOqgKSSdRUjYTDKv+ezfI","E/k/AIUaGxGcXHaSTZNlWUAYcyEXxbSOXRQXZGs","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661092"
"qBKbFSfUEsXkrFkhQURluDyqu+wkTQTbqgKbBKd","NCVXSwWDzksjTIrrPVleKkVlThCNLVSlMAx+Lwx","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661094"
"vyiZUPDXlAXkgYtKXYCBDSUxAULrtFKpss+SxnX","qastvzNB+QhK+qnbhaFzbALxFFTIYr+QsGUQltF","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661096"
"iffVyRVJdDTrLKvKLHtRWYbmIZY+XKdoHONcXsz","xgxXlPguiFTZt/rZUZltzQRlflkyLjpVZZmXgOL","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661097"
"nWjxNyPuKXuqkesEuRVSTJJRxDcYUBlZxdTTXUw","ZeVUyQRSZGhfWNZFFonWXRTeOyyyIIYKAgY/ITB","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661098"
"TUhNOZqSSpfjXvRmibMjWQJmW/XdAZqVg+vnCt+","xClTfMXSaqqIRRAIYjYHQtZMjeUCrdZYdXRSPad","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661099"
"sjTgHgpXl+RStnRmeLMNGvF+VdfQXwYKNM+bLZN","XchKYeORUxclgHYOqObYhgnFnoNAkPAtHMTSEbZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661100"
"quGxORCRdHKzMOpXyRNemuOgTrKwZHp+XWxUwKm","rWawqTFXTVCUUKLjdZbguGBVWnXKwluxBPihYZo","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661101"
"kpqskzzItSEVJhrjKMNoMwtTKqCMfdZZtKQpHdY","FLrYWqMEIr+LhVXUqRmCreVJDTvuEQaVKXBX/UM","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661102"
"NJZicRtugWcYGUzdzhIGvDJTCe+pvUhLSdCDFeZ","FLrYWqMEIr+LhVXUqRmCreVJDTvuEQaVKXBX/UM","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661103"
"yDWexGyikXNPRjufHuhZQ+p+EIsfeUfWUkglppU","xOnbUtoPMRUwwXfSArhSXgmlufXdKVZ/SSLQCn+","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661104"
"gHSpCuRZCCWIRRmWGEsMQSSKlumeZrdiwdwmyOW","FhdTWTv/vrDyclxsbhxRORlyEpDrmBaTnUIGbpw","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661105"
"'+RXQtuyOsgmq/Qz/Qq/rOOjedSTwAWmVwyqxa/Q","NjRZjOdEongWnLtVBuifCArdpqsiPSaRYNqxuRV","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661106"
"IuOrBZZPWJaMHYJqYzGikDhagQfgGdVAWXFybu/","HsNAVKmVZGByRyYclHaQixLVPhQRXTiCRgavBXs","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661111"
"oPWBWTXxHXYRlpUTJesZTFWxgUaFOZTcdKFYHuX","cgCyRHRtREtutQQeaSEknqWzsdWVZiESQUYUUaq","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661112"
"ay+EbSSpluZBVQirw/BQEDTonvdrPRZHtGQGGcW","NZkqtXiBlAXgzGNzsHJWkSciHPKXUHaEftPOQRi","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661114"
"mCZoCXwakDSUfQpDGqbYTZScybmwCXMNpIVypQA","FbsmjdhWYxVV+IrZGDRvWcZscTgMpZSCUFkTlQj","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661116"
"IFXhyXkrQCGLBSSUXRQeOQQKSEpIdQEXtmUpgfm","NGIUPJXtBFBggcqsEymhpjTjSqWIhsTjVvyMQVi","01","Turnusablesung",2022-09-08T00:00:00,"J09B6501","00000000000005661120"
"OlkaWopQvQCW+xqjZeaQWDStOuKQUWlXujgBilj","KTthOosRTZdDTXWsI+oWZQWZRE/hjKRdeZUlWPZ","01","Turnusablesung",2022-10-31T00:00:00,"J09B5431","00000000000006001754"
"ZDWEXeqXSS/STxaXFXyQYt/INiFQIUapRoClGTr","KTthOosRTZdDTXWsI+oWZQWZRE/hjKRdeZUlWPZ","01","Turnusablesung",2022-10-31T00:00:00,"J09B5431","00000000000006001755"
"WRFsWNNlUXojYGZAyWZQTRLscZItXXoWSGTTgng","KTthOosRTZdDTXWsI+oWZQWZRE/hjKRdeZUlWPZ","01","Turnusablesung",2022-10-31T00:00:00,"J09B5431","00000000000006001756"
"SvtMSPnmgibKPZLqtsVRjKeayvXAhNpQJTKoiCv","LgMnQTx+hyErSdxWerMSe+nGhVZEWlpmCtziZTR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645395"
"yrshbDInWeIUjbSfvVP+fJgoetsUbbRgMeKPKby","ZTUWlMZezseTATKZh+suSQw/YTWKEzONHlmXMP+","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645398"
"WaYCrtCgVUuUcTGaHQ/DQNjlCiEviPm+CQSYSVY","AQQxZnXjpUEXyyVKX/oZVUDhXZcIYktChFYOUzY","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645400"
"McCPRhXBDqxSrxRsuIkjUjyhkfW+SMUpJ+fciPS","YfIaZcVoyfhVjsYEQFhWvdqZdGV/IRSYBBwRUSe","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645402"
"xSfazwQZ+rSYgYjTWDVyXxRcFRlQZXtyvXXnema","WWFoAXvgrPXQdKOgAcVLPApQzS+w/YKGRFUQMDJ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645403"
"ZTwoYdjZWSDiHMXoSXSgCtIuXDcQfgtEUXVWMBQ","kW+KqsaRBTCrgXuZDxUnrSJQRXSzZkagYOqQk+a","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645405"
"ZWnTNXabFqAEZUSWoypEWZvWBPewUETpYRphdEZ","xfKNBlW+SwOtkpMNUgqURSoxqLDIUYVcDVoTbMa","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645407"
"hGYcjovizTJXjdqaTGUChM/RVuGK/hQikTKeeRW","ijJbgCSXmhjUXmISz/uiKMvSRXFSdeSGXClMSTR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645415"
"z/oWaSpkShCln+CQVyLDiWKeqhLRVbKsSowhMbu","DHVwUpRGGsQRMTSVZJWXUXvkINdzZq+eLfWCfWm","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645416"
"yXcSvUrpzfOVOkinLZqSpuCWVQWbegUlUFpWZyw","gWIBkJWPUwrVLqlHxfkPRYAUEgGaDVrLTWZVTCM","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645418"
"vVQtcHRVVXzWEtlBXDnqtclqXCoZ/VSDhgZxzFY","YdYDzEhpipHeIFdDMjDtg/jJ+zWUDNCtmXQXJpq","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645419"
"uRaHkPUdNxszCSSSuSFTjUHmEYSwWwfrrGguVSr","'+RnPQyEfEjZZESCDynuYivB/bHjswGXSwTDvKSS","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645422"
"kPSZyxsWIHTmY/tdBJQAVmjsOLXTfNULLKQPTMX","TXscUwnZz+MhbITQETkXOGWeXJYujPQQfjyxwoX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645429"
"LWkA/RFVr+SAaczxroYnTBTA/qyYxYOULWDiRil","BpvYjZUfTSQ+IBTVjTYg/oZAdWuNFgVoVCTJiSM","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645434"
"UdDZJiMZzWtVpmsJhbKWriPVb/eBJGstdVWAySS","LDZY+JCsNaTSRELqeYuTdeSaAltyHdffXWvQYEp","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645437"
"uolpDdTRzGOD/WCcWqkefTDyXTdxWyaFeKyUqeR","VXLRukrtRYuLKQZIpKQeHVyzFXyCcQNQloSCOmL","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645439"
"LMwlWVoSJqSE/P/mVc+rXscHoDZRtpQSeCd+Ye/","GyzSXSHNeVQCsgoazMCGkSuMUHWqWVZfCSPHkKb","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645443"
"bZktIkShZeSlPJuYJPDWZDQRHovjQQdZNSOZVeM","KVBPeU/zuNZVTwZbTR/nUxLYXUzuzJ/EYueENvy","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645444"
"SrfeQmjTjEtXJRs/VKlEuyMrnqCELVGK/CICZl+","ZyRwlnazKEXYxRNzufqYBZVUMALzOnUXcJWmnSX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645449"
"AYxajMQSRTgNaYEDMUkxMXBhrLiSoHO+aPzoFVI","YtTIVFfUSLGQIQLBXlq+eUPkoeLtHXHEUBQC/CT","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645452"
"RTKOTasosEZNRWIsXWVSUTMmRzPYZVYOqUAQQG+","WTBGAX/wWclkzyOiawOxhTnVblZHCNLSUAsldtV","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645454"
"UWnSuRrYQVlfoYhWVVaIHKMYsIPZATdhpSdTyDr","FgZvxzP+/kpApZSQhDzhCxAZodcUiuwjfmPTiRO","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645456"
"DlAYQdIp+frDXEFjVGYXWG+mmwpEBKpZhtTXFXP","ArrmnuzfxSEmwaXQTKdNZcrJDmbTqGWTbSiSWwV","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645461"
"KoUnFGZznRmSQfbucmEoYQrjzr/WIBGOzqgRMkt","QVTuYeQZDRcMXXaSDnJ/RiELFbANYLXqVRvNRun","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645464"
"IisOKXbWT/rXzybrr/RwoQShpgIsWNPUoUZXWqc","wnRURikmTxnasZuMiLxVWSpQkEzRtD/gUYqfBZy","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645465"
"sAeRNwtJZzqBfmMSORYdioTZWzTnT/OYZUYLyDj","JgirrAKWVWz+bNiBSPdRzBNyGQmigrQIzkkHOct","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645468"
"WtGKziZEaYeztKoeqANWHvDc+nXoZohXaTkzIWu","rVLcljAYapiiEVKmnFs+jcJglZhuKDiOKwZUBpl","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645469"
"VZstAUIuuUWq/CXYccMZSdrAFTKetcsnIkTYWfR","QIEKFTaKXzSmEtSQblMPsBpUUvWnICNiGfWckpK","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645485"
"oTybHkeTQxemSIcRQoOYbapCQXgzLadKgBXMdXK","PaMTAZXIc/GcKBFHoMRJdRzRkQh/wVDBokXYWYy","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645486"
"IFfnkmEhBVEGqFSaYeTVZCOCWSeimLVQdUNDFVZ","dyjQjeEMwTGkEaUulW/ciPZqrwDxVCFDdGgWgSx","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645491"
"cwRyucOPfpOEvVQCcLlgwVEVGdkVtYSTer/vNGl","TYwZStGmwYHXUxWRPHUUlHcZYA/ZB+pRUaCLBQX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645495"
"PYoTwEHWzJ+TAQALfiupTUojSiuVtexzWcDRAms","USQrgYKRFQHMTbXHJFsUiWhTSXfMcd/Ogz/s+ZM","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645496"
"FpVymFTVlgUeTplQFQOWrFZba+aRrv+aapuWbIz","TqPdl/FYCJTKGEQKbOuEJnVYzmGwpHKFXYJtQLP","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645497"
"zSZl+UgdCCqMEMhgMsYqUWZSPmNegNjXzOVPZzu","hCoNsZFwYVHXajGQYuYVcyjNvWRvvSHzgQHWhBB","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645498"
"UjN/rSTxeWXkPaWeVJoRzXZHTHBvzGQPuixzQgg","RbW/pUgzVQqW/yYRFWsjCMk/eSPciPXYMAlQGLZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645500"
"VcciEmey+/xBkVWhYcuZBCYBfFxgVCrYehTcfuX","PJgrAVLYXFXlXqWXtSwOReSuGVUyZQcmsVUcPcm","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645509"
"lQmrTTVaTEtVviJALjdxYoYWgYJZAntVbco+OtF","uYLpHTfCregYptFbKVoWVgTBVvVXZJgdyQQrstP","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645512"
"rJYpXD/ZTmXtcZILUVWzRbTWKZwWVTgv/Rt+pGN","jhqdKSjZXsTUzjwKBaY/HunbGKg/dsKTGXcRECb","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645513"
"hQyfSXTjTq/OXCyPrHmc+WXGQwoZRZZfAqYlwKD","qfQriYjcaNQoZlVGcaeaSFW/dthQnTSAOGkLrSY","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645514"
"EXRiBzmdpzANGZmGSBmwWKuIlHsRsVPbhuBPSTU","UryhmUXkTcCwk/OxQVrMJIsYWCEWwrTvmvTYQgq","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645515"
"PxYXXbuDmdzYSjeDQhuZzloWsPLAouhJPbYFSVV","fWuQmCZLXFCWw+RBRrst+sFUscxWUhrtpXonNQL","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645516"
"ZRoTQQgxYeQGEX/LME/QUGWyRVTXMgYTvQX+OFT","StPZXuddBwUSYQRdnoWpGISTYYRzCMTcRsbIwhM","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645518"
"fSYSFv/yJzhmKVzWwZDaWTtLSmvKDQVJLsFAT/Q","lEssCUlDLWRmGgsjGD/jLsHVZkW+APuUZaUTFiQ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645519"
"UiRRDQTZmUQbqkOUHUVggUpGjWgehqxuSqQ/OXK","nPajQVXZVfVRZfWqfircBSLIvjQrPsJXRlVfJhF","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645520"
"hXOOkddcJijyUFZsXvGVP/Xg/SSLZDWw+eKVWZQ","YIXcDVYyqsQdYXXGVjFjeGjGXpWaKCLmSTkkGGb","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645521"
"PIDRLp+DIoigZCRIRpSZataetKRVrD+UWcmiEOR","HWXaUySorBTpzg+VjSVEaDJYjXQlqdksRkzLVpf","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645522"
"fNA//XCfOBCVWnrPLyiNEvjMjQrlIUILc+SZsnw","wQeUwOrXWfdfUkIfQrQFHaxgrVWIlr+InkWRHYr","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645523"
"YpYcjdvleeN/NXOIRmQsPtH/AeTWouNTxfOSUim","RXuTTuDHSzVDZRpOXqQCftTFYiClTPEriShkYdi","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645524"
"oSKuWSWIzFPmyWtWOhBtBWxJAUxpLnDRX+ZoSmp","aGlfdLeOqtVywMMVqedRWDaVJHoMJdoTlqZwBVS","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645526"
"HAddodquMZSJqCxaYZHuSrToeRcdDHYnGQOutNU","moRPZhSQyZE/QvjitFcqiZWjOQVXoScBafNNdam","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645527"
"JLnrrWCUGwMr+ZeTGazFKUTJemcThgYc/TrGUBy","'+KNpXZnWxrnjXy+vVCJzj+AHgSkEVtsaahIokpf","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645531"
"MlfgERcTKWiMGAycVIR+xqEEj+cKPJS/GdqYSux","gifVTgvQ+zGTUApTaIwFwROEgXRQsXhdmQgDoZc","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645532"
"plHCRojMSvbrWzriWNlajkZSYpejJTSplNKaySr","lXhWXArZVwTPQdRUUCDGLASOwtxWTtuaqBHsyuZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645533"
"IoZgSIQSXWy+/KRbZRgejxsVktRqwQNBctYyFVB","foxQmVuzXeJikUzVXfQVGeTlcQNVTCkUUMaTXGX","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645534"
"oUKUQNQIWTCBnVZVUr/YBWvTL/gZzWQcz/SXVR/","lDTILClKOyZpNQGUwVvzYKtUjNYQjZOGYTOQ+Ea","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645536"
"OPG+/ZaVWceyUKdQKRZHTCUdUTDvPuJlhWMTXcX","CXSR/LTBArixIFixULIFyPzPMVKSyVVSxylgPWR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645538"
"YULRaxXaTYawUZRVqFYwbLklgErZcNybScRGrBt","IbZtbwttRARWyHiXbxmR/rppxxRr+PSKTrRZLaU","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645539"
"zWSSPuLdAZEZSCQITyYzZPrQqKSTQXZaplEmYKr","ATSKzwUZYsRFUWSZxSiSfTiTGLIrEEmzuVzrJaZ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645540"
"WVNTstTVZPSJRteRZeUajrwqvNVCSiiZzJSWFF+","gbZzFGEgQKjFnXiCi/TvVxeTujYS+uOtWXTWRjb","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645541"
"TTELnLuRARfvOUIigShrXPaVaH/OVRXFWGKVtMV","'+TwiOynAwFqXy/UgBgz/DKWxUWWZInKSSTMPlga","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645542"
"BWOHsWRRANBBSsFgIXYkBxJcjSUwwVAnHAVQURX","CnAPhyRNLeBXfmhSVUGXwztXjfPmScbUYCMSuaM","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645543"
"sBwSBOkWvWRTSjPYWzcQCizQLOUUndtXYZhqZZz","ANvdQESNNYbSBjQnYKBaOYKaJxyNIRJdIgKVYjd","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645547"
"AQRPmRpAOniBYZmMSxAFKZiYFmRUgRYjRRwRsCe","mIDlChwwZsN+HBiOkINCzhZHXulCDfApbxGxr+N","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645549"
"LHXSOrpmyRfZkXWXcnXOCAdRIgmxepZ/oBFZFg/","sbWTUSfWcjMI/d+BXcRTOTfmjWUxShXMduSUyup","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645551"
"L+WQoXVUyUyavUiejXNVNPVUZBZlAbIcLQH+x+c","UkYXTAXidnZdQl+eX/xRrhZHmPky+QTvPXRzGvE","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645553"
"oTCfHeanZnaSdRjpcHoLoiUPtLybfSWyVTBjWbQ","qgWPRGUKAhLT+oDcxgQDuYeRgpXcPSwxjbZ+rDV","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645554"
"VcsHUymOe+yJYTYMPaAHoYPoEYSTDcxKbYlb/vq","FYSbnGJrZVYYYSmZQjrufLZQLhXRUEpFbSZkjAB","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645555"
"dWyqzzfmRUuEYLDLKHGeYxKdbcHjaLdAWXviUwl","WKRzpXd/enqbRxnwGMgMyfIUUAXyMlHsbspXTpQ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645558"
"DeZ/OYKejZnWVEslbDFkRRFbbsuvWWXliZzdFrY","ATMhlWmZldMGHRmoFiDHJdYPV+YSiYl+QPOTTZF","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645561"
"HeyyKXqSPKaJhZFbw+UASymCTGUTcAZiYcPDzTV","nSVETFpUBcUzVWEiNqBzM/mukQSjtKUvRNSY+kl","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645568"
"HmFyWYOTYV+xXzywImbSjbUjvSzHSzlfqhQWCfC","sFETfeNbr/MJuixaYYTBXQWvJBlAmkPTBCWZQrq","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645569"
"YicQJuguaeR+YVQIWVHsl/BYD/qbdDLpWsoHQpW","ALiVdCTUN+YrQVWVexrOTgWKd/XucRLFFw+fLkO","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645575"
"BsHXNNgZwOJHRGmGfNglgaGDBhMjTSLqz+ZqCmX","nv+LzBpfSsiSTSwtXXqzynaQZNJiav+BkCp+Cjm","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645577"
"rOOASwmnRycfAoNtCr+rqnG/isnRYQaJQqIgPVX","WtvToskducuTEoMoYjbVvIcJnRcFxVcLMQZ+fiR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645579"
"YZknmXVZIOPYfDfSSDzjrjXkWUSfxbUdmTCdmLY","Xj/tysSPlzQbTxaMwTT+JYQbYiiNwSpQBbRyZmR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645580"
"'+kkGDkWupQkfGUcQbUUXaXVhcDfRtjwvlFAvHom","Xj/tysSPlzQbTxaMwTT+JYQbYiiNwSpQBbRyZmR","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645581"
"zMvhxrfVQg/NBv/aDvVMVpCPeWONS/KmZ+aOZdQ","fhvIUFTHZRsLlzsQKesMtyMCXUCDTiYvURgTOGV","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645582"
"RUq+XsqhJKQRMZBfGBXqtLYGDQLtfg/TxtvKJJb","LHYZFXgUrfTWMAUWhWReUkyrT/YVYbSIoOTibkQ","01","Turnusablesung",2022-09-08T00:00:00,"J09B1612","00000000000005645583"
