Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"lYRQA+lEiiMGz/MRAiHPVJUfZQunNTeBYqttZ+u","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6201","'+oVxSBeaJTTPzYCMtZzkbVHmQeVgsTKMWNBrrek","HwDKclTSdrD+ZadvXz/JOrzvDpmtVNGibSfWOuD"
"SAnuDMwxiKXXbvVh/VCKdbKGvcyXdeEbkJXXqsl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6202","dtNDOwnPQeTqZOTrjXvVlsRv/cOoGWSQNAZhwlq","ckTRhPukXjBjHURmdSdUM/krsyfuqpTHpAyIcbU"
"DgfRqGxiWOIYMhVRdTQnNoZviWrRpTYHWeaUwkS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","GDXvEPRAxlVzzaLMWcXXVSbZdEmRAsFxTqYRX/X","QfVTZSLoTHPnkUL/+BXosgDOUoNkQnXSZrGEXUW"
"vQhSQe+BNa/jRjSjQlYLIeFCyQrBZbccGQPkmwH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09B6204","XUXZ+XNQWhyQYXcTazGXPXWJVmfuTvaGCTYZQBT","JoYnMVeUZJcoWZpxXikn//arQXRHpASXwHyAFLQ"
"nQIgsFvzW/yEZHXJLqmvykXFlROAriHgiHTWrTC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","WsRkVSaDCF/RPvfHUELqx/giqRhzxUMjgpeztYX","krQYefxgYOF+wtdcLIQTmqiEntqcWqH+US+EXfS"
"gGqYVZfaVn+LwcuDMDQRHjkwqLmOkgfVpiTaFBx",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","XR/ZOjQRTowUKIrLmGAdnZekqGASpWqUSnPxENI","wgZcTXRBOuouYRyorZUNN+HuTSrZBQUJwbvSqiR"
"WTWmAskYRpYDgyUwUYLlPKyQVOddTZxqFgdFxvH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","XrzWAuZoDWRyiQrlEOSZODZnVWvIEmZOWWuIghb","UrxUy/YR+WuYlSGCXr/SwihgTCRRAHXBHVHXxWS"
"'+UWORaiHqURwJxjoXwtIWZzkVYghOWjTimAWqw+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","mASYSlSEHCszfyxbXsdRQKToccSSWqZEGRXWUmM","FBTyAIYSqLNAripDRRzVtuqYMgUUSsLjQzkoFiM"
"wQSUUCQhrLCTmcCpkEyhUfRzkdVYSRcmjTHYTNd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1301","aKXZBZwagAgtctpZSWbx/ryZlYHyawQRUfoYAJY","epqpUuTmPRaBfjWlaRUiQSpYvUGbSIineHsTKpP"
"acQQhSTJHwYcNDPQAShEVZtSZBJqVnZV/WKWctV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","VytMmNJYdeavwacqUXKYnQzuTxoRtZhiNhRIWae","xcQTYkOUX+VQeqZQKGkNWWCKWkkXSXIeWzjJzZE"
"ixRyl/XYiGgQMTFjUZYS+XeqmXTTOVIqopgAkWW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","EQYZxPifHRZTqzDpFYxnAmGSRBlezdFHCRyELBY","uWgEhmCXclxrAlTVbgVqFfqHzGSXUxmEsoVsvg/"
"PInHgSUvibW/QhHqLTcXUTZVQFYcgUVcxcqWSMv","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","xJUlEDgkXHzGGvooOHpvbhDYcbXWwZkpQIlxAnD","/jXTQUZfBEyWZWSXWGdXjZGvssizLZDSoreWKWB"
"OMwfHZJRPPtTeWvihjsRATWOKQgZyQWZhSCNYXz","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","JYibTtPOaer+emICaYCYjipeNBOcBoYvVTcSZcT","TPmXdZTTZOlYbUTVVWW+EUZVxBIesEhWfMSamaA"
"eJZIzQgPKunZIYX+VebRBGnQvMbAvoWQMa/fyGI","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","MSawdFHaiMoSCpWshnGnNXIDIdmRGpLaVijfZoJ","xnfrWUFOaFSSRFudGXtjLgxjAyeCHqXSkaBir+R"
"ivnKnAuwRCinMXffUQIVUDUKjyxaboQupb/qPOK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","mWQJtVqDwsspuezQYZnNvpCiUCTZlqEqTfYTLM/","pRSHalzGFsZqMWQWJwMChYBUVZdLkzubgWSqRy/"
"blOAvMASmizBVSzh/DYJYWSQTwbPpKjIoZNYQXy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6503","ppDvs+obvQuIoXTXvGAGMjtXqstGYBgwRDhQmCr","xgzXBHgPI/SUVpVTQqvTFALcpTWzhYcbXRieBhR"
"jpdRWV+nWrRQZCwUlsTQYvfSEXXqtVdSpM+R/oW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6503","uUvVkYFSJeTyfelTf/SChIbcqa+vSSWTVQqIcTj","X+RiCwoSTsZTSiIOnsWAoRkcTkeMeQSHXOZJwbD"
"/evTrh/XcwgCXWvLhxqEWWZjZnakWrRE+FQ+iRw",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","rbzWADZKlVdjRJWhSJawhDqrADjjoiCRorieiYc","asZsWeQWjvASnVPTDToVNKgmwTQHuOzaSoEik++"
"CaHtESWBkWHEViXZXKDXniyyRCNuEHBaVrhXhFR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6503","eBXCdLFQXlFtV/WtBhsUclnnlRnUIjrBxWZYSvk","KWRJsWLbuxuSWJuCCmYxK/aTUu+WrKkVPuTTKMF"
"RuWtLoCgBzxKGRkcYZWJoJTWXfjaGor/VQupMwK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6202","YdQjcWCjE+JQQRAMBzuWA/CVVuGbLqoS+yrdsQe","ckTRhPukXjBjHURmdSdUM/krsyfuqpTHpAyIcbU"
"QmQMmpCaz+RTXDFDIbWhJSiUxXRYtYVAYGtUBxb","1018",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","LqwGUwSXhSXeulHblXqI/R/VNZirzLteagcZtvp","RBrMhn/OdXkYoZUThzkduJhFKnsZsYhUYYYtnDS"
"JCPWTOVlWQTxixIm+tQWFfVAgTrPtQenqKRmGsM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B1612","hZoCQfYCSNqQvJZSTMmpmlzZcbHZFNkUZnCyyB+","aBhhiTcPURylUsPPpLzxUfcAODWTeRnWJmHRBZH"
"jmXezzmRYeYGcNiSIUhkuQplsgsZvQtQsXWzUlt",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","wZDB/kYCXHWnYPYpuAaqCYUYewKbxZuEYKVOhif","XqXv/NFGnPqlmVnjisBSXYRtKVECcqyuiSySrUx"
"yzppPDXeP/jhtQfckFJbBh/ZIpfELUaZoavHIFW",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","SMUhSlvTNdFTyXgWiejyzXTFDAZ/yUnXihfVrZZ","VvEXQBRErkolChRUHIrhYBrUEVRXIDMtcEFCsdV"
"ZLaYHoXTsFtQnIWoFysmsR+UPJetfJTVWrRrKUt","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","NJjQukdSZtmYBnOTrCWQVcUamFNbAHPWqFAmzWG","vHVYbaITZvUYpWaPhLeBBZHrZgYfesxPgNLqUmy"
"nQZpVwxYS+DLAT+YYUajLFRvJnRndYiU+dvaQYW","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","IHYtSwiRTETVoLWjceEmluTAiZNZZnwjq+Tjtis","zOWfBRZ+zRIWlezfpdNZTKSnmpqSfZOBTd+TQnL"
"GrRNxzJrWSVvqWTYlupgNWMgTBjbNtVGbFRSQXh","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","WKZlhYyqutDDsMHQR+OQjWepP/DAgWThdGxoPxK","fJStJOoSijzEoURszmYIgrNSqvczrtuhXBGnySF"
"XGXwNEPT+fPgzJnAXkQMag+gdgrBzUaLUEDdRvS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","uONRPIzFRZcyjTetBnWylZjgWWubTQxDFGTVfcu","slBNlUfseU+rGzVxLNCQtaaQTIBalBZXQWKzzjw"
"WKMAYZbpnbTrf/fFF/aeJTaC+TSzeXQetqybyUt","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6504","TEVzFgMxvDQ+BMQKWUSHTCkSTSprdqTkcMgQBxf","VKnXORScpivbSgIAUCSoDCfkcFCzRXJxX/vyTCc"
"tT/iNcDpbIoTQyxWMRexRF/Rf+yKymTQWyROZSO","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","WzyscwGfMQMtkswsZuC/ZSWSEoPgQIAWrDVZQMQ","lMzOKVMullnOeuLyJnJ+OqwUSsWDqXeqvQvrcuT"
"rSQEAlXNUaYlYgpUSyWWxppIddRYjjTT/fWEhiZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","jSEpX+lVRsWVKMLQGBHVPtbI/ppuXibxLFpVhQw","cgFnHZiLzSTZn+aLwaigBJOhfhXGhWQGqTvPTCA"
"ykqmaSsEmSKMHyUiYXTUSZzXtqIXZReNUCJSDzD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","JZBRXRcQLysZuWhAaMGT/LYfQrULdQDhrOwWTG/","QI+qBDOKOYDYxKXSYsjimkRYSDdhisA/WvSW/Ww"
"kWUiYysfWOZQxhhCfyfKac+PsihzovtAGAKllV+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","RZTflqroGVMHBdgUhcRMrwU/EvFfJIK/SIACyWZ","UtVVMMCSWIBxuYtcNsjSW+qdMOkFSXQowtjWAot"
"xXXxzhwkoVhZUgoUAaMWaTDZlzDItJrPKjJqEjm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","BEzdXXrzRrUvZWdTenbTEKgZywS+iN+SveQ+TdX","iSSNlpIFpOgPYYzMIDjhGJkEThMhUzaOUwUxHqq"
"DBXIMX+rUyVlHRwNYIWerMWVVTLUQCSYG+iiNZK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","XKbTyJrFVJFikTWiUnUTyoSmfZksywVweribvQ/","pbTWeUCLZDVnA/WvASRVUgAoCYiAUZVwCCqdplr"
"lKDiECNVnMGrFiTLXzowfPNdKwDDxfUBrOOxAYB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1611","lQmypXWrrYPcmEQgmnRc+lbOWU/FVCNhgxlXx+r","QCbpnhRvqipCiZLBHVZVkqRmUzPLmUXUGBCFtXb"
"tBH/ljlXwIRzypcvndbVCdXRHZHYUiWRaOYUurm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1611","GXVXZNYgDVtrUcaXAUdUtcWRiZNPY/LisGeUGK+","vhWZCqwSzVT/qSOWTsCujXrVWAZuESWtAYfwWxG"
"XwWbaVQkNscmRpQPRGpMZeTpDQsaYOE/SLLJRUY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","nVOZxNZAy+CphZ+GFRKEtmYXpTOiJKVyTFXhUeW","WqDSWAtMIKQxXAZGvQZWSHWvGdIqcYncUefIYpF"
"SqMbpxoYERZNgoGzxiXUFwUMoU+FVqjRkUAiRyY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","kTRYjTehtujaVUTtWtSRRSESjCeVhKMdTtMTQxQ","IeauNTeEmPVgpDEewAWoZObUIDMcoYBYQcoToRf"
"Qj/hGQmxPXjRoxnM/ZkbgiiGVyQRtlqcRnXOUI/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","pPzoDmYOGasSZtMUpSfecbZGYQuxTXVMtwqZFQs","AeVpWTpMuSBTDtVzqXWMQVWwKnBZPCQnFbWRWWq"
"VnMKvQZWTCYSSVSTFVUelthyZVTXsr+GNhydeXu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","DaU+SvYxNvWSdCWVmYdjSRZvohYJLcrdcuAnWgy","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"slUvshezlJUaclNUaDXWuZxbQZ/UVRWrRDdmfYu","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","wRrTkAcNAFYwTpTiVTymyGykPowlLONZUbxQCs/","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"VSWErFTXIWqZOVTf+OmaZXxUVSvRazGaCHfwFVh","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","CCsVUjzJQbVxIeuwSjXmQxFUovXHfC/YASWnYRA","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"TBmXcJmbpwGTYVyUYiGdUpnijWOpQkVy+YQSbsm","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6251","uPBTSPRQqnlgsiQGVLxfjYpkAuGsxKBcsWEcFZC","SpbfekeZyrfjy+FXXVCNpdzZxRcjtrwG/ZTVSoq"
"VjYBLbmYAXHUgAWVrRXSXlXHNYnF/OcfOPYBZkG",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","YiXSvKQNqbbUdzoDKSwSseNSjUJ/tHPwbicpnMX","EmSHjQRpiaUlWiF/sWBBQafjRLWbzxZYIJSXHSW"
"xrYUbTXwrQLSjdiwMFcGjosrQTQRYQSUbcUcnqr","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","OVkTyUdSOjkXTWWeXcuLBtWjBldUsCtLTN+kp/s","QOANPTTCbJAVm+roYXoRfHEbEVkvUZQZlZhJIdG"
"TSVxHTWwRddsriZEARiRIAXzARUdeYWTSGYVign","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6252","gTQTHoSgOSVmEGKRazUDPJrrWAxqtDdYmpWduWX","WAXUdoPxJVNxZjFoxJsu+PkMyYzURYjIVccNout"
"zdMzJfEHQzhVcfifYgHCUWYqXhLWcmsAxtrTbYY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6203","dMq/ZziJim+cumsCxpqCZn/bmQpTkIhySjd/U/W","tcqnbYWYVNyUcWjJHFHWcR/yMRWzCxUyReOcLrT"
"SplwCqWXTcsIHlZxYXyKWhaEOpvjwpQETSShKbW","BUER",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B1612","wGpsjKateBXlPzSvHfAUUZctsQyQYzIxhEiQTRG","QThsGALCmOgLTUQXEyWWZQYGxDnYOFubXYkGRKy"
"KllvadM+qhYDGCPCfoXTTRfiWLDpnNemBVktIhn","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B1701","wCZRycvrJbeMwinfkmKZQJbHnhEfwptryyuDQjQ","kZfsTAGXdrVaOImBSwHYBiSIlfEhqOSrVXxFWz/"
"QuP/nYuDMTPNoTQyVRhOQUQpdcteVJ+LxXkQvbX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B6504","yAv+FkxfAcMqTYGcZzfiztFDlOqrJQsWVJiEWLE","cEVEGchnLgnQSDHfTPRpZfLsHNVyYOBHTJOdgJQ"
"csOMNUWJtYVpzMnQjcFCycLb/XySULRSWxbrJyR","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B4011","ZlwsYVpfygZodgCpYtXcRmYZtT+XmVCHMXbqRPr","jKKJoHmnEuRBmWwQnhiWRtOpVDkoiGmSFLwuIeN"
"VXGPRKRXuVuLcJOSsZIdG++YYmQZUAEQg/SFrRM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","YKWzcrSDOLsJZjmwZOVAOhMRrQpVhlrAWXdvzRZ","ZuQwUBWbKIpW+HDRUlUgTAWpCQvRtkOLKJgQn+U"
"ScYyLYWVHmNNBeLYYiXYNAWPltjGYEQhLJezHhQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","gDgSPZUnWcXlLIQREZhfFYRTxAEtSQYUrBvbcCH","SmdmAUSpyOxVnDvXUqOWhx/nNFXhfsPvsJepgWl"
"fQATczrKORTqLwLBAhXarQKbxbwDSwVDGZzj/FZ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09B4011","ThmJeWMz/fnVRXSsEHlHVeh/XYknWBPXZMuQcvG","BdluEvoFiwIfkTzVJFVZfTUDgTRSTrWITYqSJcP"
"dXpPZdTQGSjJUEKfINVAwNzx/VBhBCfCTSrS+Bu","BAUS",2023-08-01T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","FFA 456","Baustrom (-anlagen)","J09B1612","sjYeCTQDQTsZewEyxWuunxzzQRtYxYGNMTGXhKU","bWSYTLeEQhSUzXXkdlCJvOZqoQlSEWtPTzELVgz"
"rSvwYUFSfYiorxkXQtuw+XKWTHWTDoybrJbLMYG","GEWE",2024-05-03T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B6204","ThDPZJQDFQUSMqPZWgwnhWcnZyzphZXUJBWZQ/s","LGOROCRsWyDqcfRYVKUpYelvNNwQMTBUeZjyMdV"
"PWldtBmoCNNitqeqBz+WgU+XmBhQquZbYUdWDwl","WAEP",2024-08-13T00:00:00,2024-08-15T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B4011","laUeqMgRlbTXGGmvXzXXypxVYVXtzZZ/ZeILXgh","bjcnUDTSQzqHDKkAbeWzYFHKgTpZYUJWpVTUXQc"
"gfS/QXZFGjQgjLlehIguRIuRPxKyDQVGZmeSxee","HAUS",2020-01-24T00:00:00,2021-06-17T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","lPzUfghuXxeYJXpQlMKcVYdZcTsXkBsIZVjPUXy","GUQTYJvYAZsHwtXVKylAAcNYZPM+rBbhVaMZvYW"
"ZFbXsSYsETIwiTbcceVMWntlQTXXxLsfHN+Smpr","NORM",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDJ 287","H. von sonst. Eisen-, Blech- und Metallw","J09B6252","ncT+TSTnguSYHKiQMUSqaLlohaljOVyTAPackUA","GArWumTBdHgTbZ/THhGPMcLUxUQoorVR/EUUkgJ"
"AyUWxvXvPbfTlBGVYWlMuUDSgNYstzVRucTYReO","HAUS",2020-01-24T00:00:00,2025-11-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","TvURVCYpMTULAYDksKIWy/tntUdwuYRlInlZBTk","BSXWevVIQSYgVxfpcJwVWFBkZShBkWGOjOVoaoR"
