Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"VJTYBuiYIYiWonZtgMxtkNxIvSXUPYLovTHfGn/","ZVWSz/tKKQUrIweZUuJUcBUNQXERQMblxnLQbbX","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352518"
"eYAXWpiLaJrd+rFNuVgaWCqwItJKHHSMTSQmYeI","TtiBQIPaScXlryu/XkPYSDqXWHEPjdaefxOVJYP","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352519"
"iRuOI/xJwEeOcAShFjsESe+yUMgXZqQWXyZodX+","CxdTUjgJpsedDJxXanbOeVWIPaNNXtJhXt+kWIp","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352520"
"DQSfYZUadqXxxcezdZDeqUWuCkbGGdvfWSVMIev","ywHvfjJhYz+CXiAqZnqXQjo+hdWERZkwGFASBw/","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352522"
"gQj+BfFxQWHjkno/JxoRwiTDYpSGT/N+pWTzAXT","iNRaCwuuZXIohIQY/FRZEeJJTfcWLsebYrLAQrt","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352523"
"AjCxCzViVpZRGCuoVyZbuLUYUmAZKyLXH/uPekp","Pxvrg+WoSPWnCAcSTFL+Sl+lSTgX/hvFylDeaXY","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352524"
"MPezSxtKmFHNYUgwFfEpnPXyXQYAZisSKjkyppm","iRiPb+aEEWPLUZqbxjSusVHqBSYRqQrlZndCVqI","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352525"
"OtHiisRnZOLfYUSGZnTvBPhhZwTtvmP/AbVoUKi","aFkCwSzqFGrVnzXGXTROWoZcQwEbIPNwZqGBGYt","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352526"
"SuAYvLRTpaTXvmZScOqVxYZyQQUDLLHCUfxiJrI","rqJUCTNqkRAbsOqfoEPFVkXkuSZGXubcne/DQpC","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352527"
"oXJRt+WaIkWhGSCXXOQHYjY+iTCCxTkdi+mSnzp","VoXpRRByvMktWFVZmlXaoVyXdRNcWjpuLtVJUgz","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352528"
"ZXHbyuaGpUTylxdYhnqIxjTaThzgnxnrLRSVyjG","PFZJuLZUDSQnLLZSmktlKtnQQB+WHrIXSpYURYu","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352529"
"vcWOHDUWWEpWoUWnYZFgFUnPAVbQLfvdmk+Uajw","mutlHuWJ/ManFYAuUslyWT/SNoEDBePiSOciUV+","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352530"
"mODjnbGoOBwWQRpLxdURQtbamjTfYWqEbXnKcNh","cvDQU+bYEWVTXEATrVjmllvYUDYBOTSkpaUeVft","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352531"
"UGGPegVpL/MjkIoSqlbYTXIVerYBBDDSTYEhzjn","YzHuHzX/PTCPzOxHaWQBWUw/UQYMaTRTZOrBeWt","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352532"
"JXLGWkbimMsdOfsnkXfCkyRBvHEVXvYJH+YWxpD","L/KWNVQOQXpRNoRuUttZsLqTgy/mbdQmGiRIyBp","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352534"
"QtHPSWvR/SXRbbPGPQdVFjSJAJSLHxKRONPQppn","Rr/RTQRZOQVkxGzkIQGpmfzSNLoitTkVcisnXXE","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352535"
"frbZaMXRNuSqtJoUZSQMWXOFxwRXttRUZvmJlXb","AyA/KzZLVFo/SXHsbY+waIRbRnfYRaByVVmrVtk","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352536"
"mQVKPbAQZLmYTNrckiVEFjulDIVQ+UQklbVCSNY","VBVgTMTTnzJiJUpZBTFNRqmHHpvzHXYURRRZRWZ","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352537"
"TlBvXVfVBRuyBMeEcFGjbyUvQAsNWfXWbvruZsW","OdAPBnIqjpUGLwNeQsjEfKUXUOMnxYZNpWZuRqX","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352540"
"ynPzwDAYZDRmqlQMVcqpviTmyaEEuwfOUvETToT","IVnUnHYBuDeqnQrbuAVRyZhECiDsuHegDduQMnD","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352542"
"tTsQwGAwuWzZnmc+UnDIYHjFYSAQDnYgLlWDoaL","Z/TZaKRhdLrXSRnJU+SzNDQZFktbZYOvxWHUOIL","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352543"
"QzTkyQXqhTSCcBXfVYwQxMNR+dqnMIbXyMalkhS","CSSjtWZPvVdTMfCRM+Bpbf+OQmZifstSpIISVTA","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352544"
"RDBecLVvUXNiyeQwxtisZwCTRWIpgKPriqTJIXO","XMTURRnPbvJjRoTPoLsGAghvuZAJMADeYtvrJcV","01","Turnusablesung",2024-08-30T00:00:00,"J09A5405","00000000000009352545"
"SydLTZfVLSoOHSggRxHoAW+kj+SGKVCPfTRvdUf","lVvUQzbQWSkLhDQDCDmkANreZuxjoEizdLWcbFi","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336610"
"UYmQSTEmWUcx+kdRnR/vQQEBHQvXVpiZTjUVmQb","ZttYLI+PtVvFQYPoxbv/fRYUjXQFDtwhXYSZSr/","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336612"
"d+YPVmLaHVSCpGYSViEXOKZmIWmKswLGNEccPxQ","ZttYLI+PtVvFQYPoxbv/fRYUjXQFDtwhXYSZSr/","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336613"
"VaGNWVzXliAYdpEbTTTDBZYQtpKZxxoXqHZZXto","iYQzLhWdJMzBDEKMUQyHTzUkB/GGx+tPHXTUU/C","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336617"
"KimfUdTJcGtJpUXScP/IpoUygImZp+RUPdqEzQw","ueYSTVDVRUfFVZveIYwnVysVXzOes/MuCmgvnOa","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336620"
"'+QXYDaxNxSQhNozQaKLUGQHzVRzOybxjsRCgajV","ZICyhUUXsoBFGUERQIrTzSWtjI+eKfamSKsVSa+","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336622"
"EIZTzWhlSKBIEiYAEgcvxNsQtqAYSdGudFxT/zT","zgJJwM+FPewqRWWlFRbYAUZmKVbsWivLppnLjLR","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336625"
"nJpZoRRQTutfZpwJXKlFTcmVYLXNAfz+Nkv/Vgw","WZSYlbBlJLXTHluUXJyrfTHWVKmzPURBjfSSrYh","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336628"
"gXrXZdIZfIZxeW/PkFczpShNxJhjFQeBxRBGFZK","vQuvYJYZFcuPVZPdyGTEje+TWLtcBynUCZCia/f","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336629"
"RkZELPw/gJnXDVMZWphVabCBFVYgTHitpRpCBeL","n+aFhbzqQDPH/DYhbYeCcF+mNjmgaMNvAVKhZJe","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336630"
"TVrRTuuuvVUJGbKupZsdedVsVFgFOZPaZRjghzw","QWtUa++pZYyZlsrXVXcVFlDrXFPcYXTPnoVKB/Q","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336631"
"pawSWApuuWRbGb+YYJDoSKCMb/+GVQETXYdnpeI","BhJhXVCoQRoHCjcXTLJouVfi/PRuagVnKSYy/Un","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336636"
"WJypVZJZP/ZQoPjvWOkVmfKSpcVcTTTDT/UXWXS","jnOLAIOqexPwpIValpClfTGrcfQuTWSb/rweBOD","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336639"
"DNEicpBxSVcQWUYdXVWzJVsYVBTLLPiswZXVtrK","GsdYQvjcpX+ogKERHVmbIYtJ+QFZaGJmUgsWuYv","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336640"
"MCKZYQUTZXhsLuLSckNSOTwHQgEhRMPzRXYXsZl","koYJDLkIAfZuNWPaROKmo+lk/siesRWgrXsJNaj","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336641"
"XYZ/wxlopfgRfKAemXxjatK/OsTJDInUcrRv/nR","xfBOvSBYWfrYRVDwRDvSjvxhrCyIgS+weclSSAD","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336642"
"pQFOALYSiuTRpCvDwFuuWkFSqXrtfiSErWkW+wI","EmTM+UcXxORJON/VFAWEoNTnexSXXpAS+zEdxhY","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336643"
"gfvRQnehvhhfhHeAYpQeEChQGSxjPRxjMzZUbee","jZKfRDWFcVRDQGVOvoNN/HQZEayZeWfjUzsYSVf","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336647"
"YtyQnXDlzGyCRgIhZQKViQWsDHTTwjPUtslhXrf","oywYlsyDcXpUhXiUqwoOYgY/eBrZZlb+/fCmDVq","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336650"
"eFPltjASzpBDQQLQ/wRUpVXmYZsoQUQf/SDkBHT","BUDpW/nWTGWoYVXRwaSVSMJSRVhlCZKuLmpMIRB","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336652"
"JaUVaHibwSULQBWwlTsDGghGHRKu+zeAMwCePjk","YvJgaMoTaZwShRW+rYULIIISh/VmJuAWTzaUSVp","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336654"
"ZzxZNWGlQVBwTFIcZmeZYIMdEWoTZPmUafbiMEd","tzKZtDaZGYWjd/Fnc+WHHSYnZYMtrJfVqaZqeaA","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336656"
"SWSUJJSvRoY+jlfpZglYRYTmMaGkqnIBFiYgzqc","eewUXUoRtAYTIaZdYE+cWhNUWWza+YzsVojL+Ey","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336658"
"yCeQM+keZuNAAGoOkKzJjTNTeJAKgqHIUSx+qTO","fvUtUhUusKQRfBSyrbeXesgVmTqyFdjHZsRmdX/","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336660"
"MWFvIOBdnQVaNwgqZSbQXSECjWwoOz+WRqS/cKP","FRILQTF+sUTegPkktNUVWiUVRSLaSYVYZYPMzVK","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336661"
"JKVZrJQyTv+PSVEropaQaPFUlKYZpNiwTjUfovz","HYJwVQFQZNWEtV/zqwvUVDwQOSYQtyBRuUtUQUv","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336664"
"CDdIUzwoHVAYkXpbrtBniDhRtTXhcCAWFQJgeqt","WBtCdIPSBLHGIjDR/yjlJYYdOAkKKSSNYTNckQf","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336666"
"fQ+puJEAZZIuaRQQCYxJwJUeRSOCEZzWPB/ziei","WBtCdIPSBLHGIjDR/yjlJYYdOAkKKSSNYTNckQf","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336667"
"nsUxWxxSwiTXEzPUKNdaZDQFavlwMJSmtRxnYTX","YDEbInGjASVSlrRdgbSTRQkVTCwzbIYOKVmhLQh","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336669"
"VBnCzYTmYuPQTEjwGNICahABDSSScTVzZPtgcDR","XQbhBzvoXVQXZGPmdVcxIRQApSQmjcDeGWjfRTc","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336670"
"KmDxDrnVxTgmTstYatdwOYVQWhSXBJQb+YVZiCQ","qUYTTjaSPbDUWmFEZwWpF+PfXLaiuThwgrzFSXH","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336673"
"lnAZywiuWNriGQQHJtsVZjHlP//iWWZWPIQmgwp","pRrjgQkEZSrTWZIqahRBFlATcVtU+XikOpdqEtx","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336675"
"RxmWZSMSetgLyUKymdVxKRTnU+XeaXCb+CQQEIR","UnVRdikJlcSWLcWcXQXBjqXBxaNRAAdgdPhqVvu","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336677"
"vOUCscXlTuFHTgjkCBYXE+QGJYZCZfSRUYkfZeT","UnVRdikJlcSWLcWcXQXBjqXBxaNRAAdgdPhqVvu","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336678"
"rXJQpVJILPpTgiOSBvUHrKMDwFXH/y/NexROyFm","HXTVRvdthBFeqrXRWTn+WwWOXgpFGljehjRQNUX","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336694"
"ydKJQXvqRxoIBQXcmgYYGwwu/ZtLGtHYRpSIukB","GRmvpCyWIJTSpZpOYRpSKcdhXURRoVoM+nhVvcR","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336701"
"IELQtCyCCqeQWVHXp/qcmZeyEzFqUeHGFuhEUuM","NLEwPzPpobZnMpOtpoioDzoLXMTiXQe+cXlIWCN","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336704"
"XWULRpH/kbSOefIAPYkbCMgIWVgTLyxTkUPQhje","XsUiUrHVODnaNQSRnTNDiHwixP/GZZVkfYOQAux","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336706"
"RDQUpNUsiJkQzyPWsXtQAiZTNU+MgLjJvXNPFkZ","XsUiUrHVODnaNQSRnTNDiHwixP/GZZVkfYOQAux","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336707"
"JpviCScitwUnNwQXVrCAvUNoXfwzgsLcAWNxvlW","BKrIQVupEBRZYrLlkrMRAfGVTLRQqpFtbQZEGQv","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336709"
"fJLMkciGBh/trjGuQOsNZOtR/UWKw/pogUJJeTa","WicguWNhJQmGjKVYVVJfaEZWgzokSBQGXKKdJzJ","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336711"
"iXLtbDUrgdcFsQISEjiNSqtCORNRTsVRSSfQzYT","LSyVpuTvSShJRziAUZWmTbZokxNuX/+hTGKrXXM","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336716"
"JPwPVBDgiSInSUGWxwOivPU+teRSNd/ZxcHCk/+","LSyVpuTvSShJRziAUZWmTbZokxNuX/+hTGKrXXM","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336717"
"rOHJlRHqUMUXrewBRqCFHOVAv+agVGcWzbNKpp/","msywih/QeXVXoPSZikfcXAgBgLFne+RxERAZzdJ","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336718"
"pKcrfSTHJXUsMvR+WrkFBsVjXWDJCaUMyzOFRSe","MFCRxnUkFZWaRKQBOWSzIJNGQBRUCGQlxcCejTb","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336724"
"'+XzeV+bR/pQv+/Z/KWCKYDpc/IdukWiFAxOuRld","yotZhpePU/mJgySrZCdAUUplvUHcUZjGyF+bTIt","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336725"
"aPSRbORfRJGmIMjKutLYQfyZeDdkghVRcWtFpBT","p/AhI+aVexWpIkzkLEsXR/I/AYnWFDppFY/IPRO","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336732"
"dlpydCOZZSvvDZCKEMo+rhUjKxZRLpbRxtQCHj+","BQCZHgAsIWQfhLYeoBNSTSVOXHCEHyIAXpKuRQA","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336734"
"WhXasBaGUBZtQGxsSdxwktTqZqRCHgmAnmPVeZA","rGLWNtyebPSHTAlTngORSe/XbYcrKpOlXtmKeWm","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336735"
"yYCTsMSSVWWPezHZRoBBGNQaAjXaDHafkAIbgod","ayulkfoAcshORSSAbR+farsoGtLVQbJXGsShWLI","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336744"
"yFSHwKDiZMToJZE/udoQoYtXyokGSOdFcKWWGhm","cD+ZSmvRphyDzZpXpIYPHvGUVPVXOZBYg+OPEFr","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336746"
"aVTSDkUTPQYZARTEURlpiwoYDqCMhRdDFCKeXgd","UbXwoIfctmCrQkWIRXqGdVPQnv+JoOizuRKQVOT","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336749"
"tcPoqRVXlp+NJXjjo/QXyTHIHR/gZTOQRhVZZPY","SOWYbfAgEacm+VYXKhkWfVZc/miDCZBL+GqmBOj","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336750"
"/VRniwbNTJroDaQZdRlMZwnYVShRTGLIpBVyiNM","nZCkZjrRngQwnIRAxUmxKSVvNKEbEhmGjyTSVxO","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336753"
"WRn/edOWepaYNenYBlhgfRAOibxQAzVNOTTjatG","DIMKFxuCtYkKQWlmDYKnSfNYzDtjIlYTKBxyfvs","01","Turnusablesung",2024-08-30T00:00:00,"J09A1702","00000000000009336761"
"PYbrpBGafUdERYuaTSQHpTaHpQ+cQqAUPZUVKXh","QNkiDJNKqQtVLBWQYVSeVyFQfisdXiAjqGwXrEZ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353264"
"UFbBFXRvTZqCTQwDXQTMeVBGXovlG/QWHPOvYGm","VRFqZcGhYwfLgxDvsHqGKTWIHCMvSV+RrUlVaJZ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353265"
"srYegDoooAZfHcbG/YKhptEFQoXLoaGGuGIXvYW","ManSIiVbGUSGJYWqYYHCU/pEHrxYVSCxepLKpRA","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353266"
"pUQVJZOUaXVSjZZUAXZNNMXsVNDcQIdqTrANWRH","ManSIiVbGUSGJYWqYYHCU/pEHrxYVSCxepLKpRA","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353267"
"ouNwMcogRzpscPEXZ+KUeNuqXqIWflRVBUdGWOZ","rklEQlLtZyXoUlaXxDXZCEThYdQ+NlknFsWTefk","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353268"
"cRWxmJTQBQlCdnvIT+ocTWWrzYaSLYpYXROpCrX","yfVFGTONPmzVTMqlqUDGfAkqLmvsCVpyXZHzrYZ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353269"
"gBmoGaRaCkjwiVQyHCcPbSLUThflhZeRONWBxIA","ENkLhmKLRHopko/VJgQWorUJ/Tnqd+VTXBQTDgO","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353270"
"bKYQTeQEo++/cmazXlWfALqczHbwizZOLhtBsUd","TWOOPABi/obkZkJXVypENEqbQ/sZZsOjcTeAWte","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353271"
"naLLPrgCieRYSSfFrE/D/zTnloBoQgcxJAYYHlL","YomH+QTuWkfGnRQYgmvWkYUQyYpLpVWIiXHiMhx","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353272"
"BlReSHPBQItVXbdxrujUBeBihlRuWZWgieqdSLP","ZaTtwnIqBdSXVIHzQSLZJuZcvLmnBXEUXBYSwRY","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353273"
"UYoLBZLPTI+REwHzckKwWahN/RktyGiBgxZkL+L","MeMavRtRDSA+QCSOjudFRpbHzBZTXlQVHYyjCQy","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353274"
"MGNkxTTxQPyNYkDILESnWks+PXzSOraubnUvRv+","WWmUQZAIbwhbwbwItsQUhZMvmcfQHJRURQTXAYH","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353275"
"ZOeWqWzkgWNkcnchqUojB+UGnugUpMZtDpSYrx+","UsVZrzXqRJeXdNZxbiCQEYEXHmeTQvCluEUuUWo","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353276"
"thaLSxiYQFAlU/TZutliYSbpVRIPIHoPTTTZQod","vOlURbxMyzL/NIuoPiqNcUmeUWlPnomNbCQJfFw","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353277"
"bGwHLZSTVVUTROWWZbeVLQPUrnHHVk/OoYfHfWI","UDxHoW+R/MddQaKzXryrgdqrbsWWUFzsDVdePiQ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353278"
"pHMKnXLJRubljUr/QLJSbRnhyirIPXAxXGEZkXj","UDxHoW+R/MddQaKzXryrgdqrbsWWUFzsDVdePiQ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353279"
"'+JSvXqkmvoUontsNUeHuIASdw+B+vZpVPtVRVBb","XvJwVHnvhZSzy/BDhxtmcQPkpENeSIsEaQJTudX","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353280"
"QLZcWZRznuXYvrEDKX/YbFAWPR/JJONWpJRGehy","OqzSTJQZgvgRhiUXOCOrViC/cPkHzxHPNwyaf+X","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353281"
"iRNhLXiyPnYYGLjiUcQJeoWPqIwNCsqHdWpHCWD","SEPdAbBokLITefMUyUedrQgwTJiqAmCvENIf++U","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353282"
"MsKGPzKlMZGWsYwYSBHDMQPaRPTHpxJxPvSNhld","TqGZoVkyFzJRZoPPQTiSYVlFXtVVSxtRbRHVEwq","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353283"
"WsESLJdQVlkcTRE/THhqZZZSpZUaYgGMqTJYLgy","RzWbDUR+rEWzrpCDFRgNUhLbrsmNuYzrQhcWDDr","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353284"
"CGiUYRWDpAFXzoloU/NZbYff/ERbJYyHRvStnWR","Uj/RMXgNhKZBGwGpAJLjui+QHPUagbda+mdhMly","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353285"
"dKPmXoBRX/jFbysQVQctGXVqnuAD/IXWQXuKTuM","/JnrEeWfXwWyGdLHeoxQyGPwuhfnKYzXDWTgOYs","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353286"
"tGQVspepBcptKQUvTVTcLTRmsfSIsKG/QSYslSp","ZVUvItBrTWsSLjpZbFTcvkwYRLDrjf/SkPyBfZu","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353287"
"KyJBYSyIQYQWQEUbnSjqh/ncLNrDWFBcLvVSQAB","ZEYnxKsFkbRLaSBpgUYsRsgeZnQwSmndJeRUsPZ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353288"
"/NQvyebyPfTApzaoEQzXglVStxSsJjEdHERvMEy","UhCXV/zv+t+bXGTBYYpzkRVQWzkYvDXRzHQmvNj","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353289"
"MWcLSiHXYRSGcQWgeAbm/klTcTxowvMhfYVDS/B","QPujUCYoRqyzWFi/vkUqfITWB+RZLTIFZXDU/RJ","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353290"
"sgafgpNEVOsLLOaSTkfMQgqVmxh/mvJHESiJbvS","GqQCYSRRYCIy+TTGnpzTUSkQaTUTI+GVUSfmr+X","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353291"
"sBubWdZVKjmFh/NTxzD/SNZLrLTatOGTcuWGYWz","MjkZ+kUlZMiioVTqXnYYSsxb+ZSEBAApPnUDzeG","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353292"
"ZFpQpUwBDympBNzvVlJQyUyTnZSQBpmlRNfETEA","cTpYlIdQVzYyb+VVTEYOnWDTiAsZdS/N+WZTKR+","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353293"
"vwWCzrHVfcWWA/TlTFTTVDWojqftohgjSVbzgWF","cTpYlIdQVzYyb+VVTEYOnWDTiAsZdS/N+WZTKR+","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353294"
"gFEtZhVBGjXWCYQgY/nZKLazYZzdaIUGHAn+SeX","XLPSe+YMmpUZPQNinLKEdkWVriJcP+KUQWiZofR","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353295"
"WXicUiopXMvg+udtiNph+zjDEipZAxThBAlnVWX","wpUXxXabTBltQXaMXgksHhE/RfzBs+yDUDocGNY","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353296"
"XSOrFeRUUYLWEOvDTjyWrSCnrRUS+ZUhMmZdqja","VnsmwPAOAhFDjVsJBlXoYMRUVRUgrmytYbLseZA","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353297"
"DThtEmLRZo+WLtVkfxBiAcgTpTLfOdTSWowXuwo","QouVpVQWKSVIpqmR/XQiHlfvYdFdkQPAsibNdQB","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353298"
"qcSSaf+REHBctJPJUUbAgVlXkTm+firXKwnsJlz","LDZepfRSRckAoeQTlITmhzX+E+PqkZYVRZFoJQt","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353299"
"QxHSodWGTANrRPRvcWIQSPKmozRiZVvVvsRppFq","Ww+OZCRjdzTlAToQxWobZjkWZBeTLnXnioobmZK","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353300"
"YQMpAwEvZURvBgDXhCXYnOxWjZIbYWchBOxzqlv","Ww+OZCRjdzTlAToQxWobZjkWZBeTLnXnioobmZK","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353301"
"TpoyXSRwfxPZvYNiIWVyhQvtueLqSHQHsVPBbTH","RMOzGoiMjQXDAjbMGXKGlQSCWDinrAdGfTlYnKg","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353302"
"tUWPivKtVWVSgwSaQNCoPYXOYTPA/ueejWJdEXS","MVvIzTBezgQkgYRKKwcAVDqPRcBCZfivEMu+YMS","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353303"
"MzPWYBGrrZdXTAtR/ABrOSUEYWYVbTeOjEugbTK","MVvIzTBezgQkgYRKKwcAVDqPRcBCZfivEMu+YMS","01","Turnusablesung",2024-08-30T00:00:00,"J09A6102","00000000000009353304"
