Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"EVGOnE/lrTGtXdKYLYRjauiyzepFJosVemlhuSy","jyQgfsZHYvTVTYDZfnidNPJAaSPYiOHYTU++LFZ","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416062"
"dUKrBQcqiCBMb/XWmEwZJtWIhNVXRpYhrKHWp+X","hJFSRfTlaqMSFobyTmmgvtibAHZVQpFXErlvjVS","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416064"
"lynuTqXXeTYuAkDlWiTSqQrptsRFSdRPuFVaXLo","ySLKmslppYBwDaQBMDRCtzgtF+Pml/x/ieeUSfE","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416065"
"sZMYnAniHIdTRVKWBQCQZGewfz/NaBXTtYYNWKM","cqykkzgSUyuVQiMPQzVU+DTKanqNyrrYscQRZxc","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416067"
"kUZmFncBAnwETqpJQKSDMadHHaURvQWLrJQKUGD","DVJ//DirmrgLbPy/pwhBYWzVWTdRxhsfZUAqUwz","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416073"
"shybGzUzJUjUmdlfuxMSkMSAlxZUNLyMgPDtbp/","UQRaqUvOWJiTRGc+YgBSVMJcTzxSIZhKYfyYdDk","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416075"
"fPuBckZZoXHsNxMjYYGenIOWHVQRATIsoTTMTem","LnMMoYVSwO/zQsGvUWkUekt/urfXZlCaOTRWaPl","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416076"
"zSmMVmwwRLZtTvyiETskRQJpIQRq/M/qmTlZpfx","QONsnvWHyDZQWFggRMBxZmqZkTSdoTgwTSrRYVA","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416077"
"HVkhCxQiERLSoRPZPMUGQNbtzMmlgXXWERWHp+y","nQUrFWTXWgCSPXpBCtiAqLVWlGYWBiZASJR+/uj","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416080"
"/QTRbHm/iQZiETjKKYS/hDVFMXHUsfPjfakptCY","OGYoUJaJyF/xXVbUOIKJRioQdFTRhAuCBP+YjIf","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416083"
"PW/mR+ELZvlmGBRSKGBOnTdhkWwnPVLTZOtUkbI","B/WVwYETiBOzZbqkuUmLVAYVtURTiZNrYXyNVCe","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416088"
"ZdwAYYwGQHMGTSZfNRXSBFuaM/QkSOsWsYqTWhi","uGnFnfdkrooWMiC+sHQiuXACz+uKNYJTzLwrVwb","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416089"
"E/ASXjaWhtYrHpkOUYQddjcRFLaESMUMpSvjWxs","hMWpoUSgyCzLUWUvsAvndWaTiuJdI+yfSuGNgcv","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416092"
"QghacYRQs/gXIPzGkWXvcrVQtSVAfUOypcgDUQk","IDWTRBNNEZRVSaSnJfFfXEFRsBkkCjEWZjxTWVB","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416094"
"qNKEIbhKjFfSsYUkEyekhVjnQZFSmFICVsYSTHk","vWmPuaZXOWQZtOmoKNmKTpZSCDIlrpoPQExUwHY","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416095"
"QUymFUwDigVhPfQUdy/AgjVQSWzoWdrOUN+RRvF","IPRvhrDASuTeqtMPQxnXpsT/zXKxGzNacTMRkmR","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416097"
"RPETRsrYpjleOZMWASwVSZYmPlqJfbdVmuIqBWZ","IPRvhrDASuTeqtMPQxnXpsT/zXKxGzNacTMRkmR","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416098"
"ZVF/JIbNqtOGVlMgobXgxtAxtEQRZWrsYZnnWQC","IcsCBZXwAgQKsZTyRTXQYNEjjQQGJVUISLVHubh","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416099"
"SRajbeDfMVNyBRYcitktVXMAjQjQzYTwteYLkOT","mVxwUWyMuGTBYEMQOAHXBiiQSinBOKxVaSyxaOT","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416102"
"UZYVmXpXTYlITTeeXJixTbznUTTnPNBoKeJePH/","KVyX/HwYeoDzSPyWcYHZR+YsMfssDYHVRZz+hpl","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416103"
"IBWSTfzMGDaUS/OCWkhlUcCGghQGWEYAxRXbSwD","KVyX/HwYeoDzSPyWcYHZR+YsMfssDYHVRZz+hpl","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416104"
"AvMAGopCLxaZN+aKLYB/mtUBPmIZbRCTVBOWQxA","vAIngSyTeNLTPIkduhUZMiarezVcLGegWsrxpkR","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416105"
"nkdeeVGVpNXmxYGDxOYgcfGWvUISQjxuxznwnqV","RbYFNYiXplQaXjlXoBcXzI/XQUQII/lNwWCuZHH","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416107"
"jRVVtbaKwQFYZbFVjsJkVkjbTSDc/lKOVGjvTQY","RbYFNYiXplQaXjlXoBcXzI/XQUQII/lNwWCuZHH","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416108"
"wGdLTBzueIKUJhCKbsV/wmbvBEtBrPdrTSFBAPw","suZafUVGmCmRYLUvk+XlJsTdoTXKgOJySqqACuX","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416109"
"aJ/ccNzTuzdlyPaRNZeQB/QoCWYsVyprkQTcAHR","PMWerXEheuxtVZYdYkRFes+Bw/jCFOBPArPXFzU","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416110"
"PwkkTcfiQfXCYEzcLgIqYUPHrgxJNsJcSWXJxZk","'+rPhaPKxWBeyxNaGRtJYqUkVnKTSpxhVzkUtcCL","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416111"
"QZxPzpZPyKYXwMlhVHKSCvRWA+HTZHJ+uzKYXXp","DBXeqmiBKh+OPkNSgOwW+BETIoUdCSuQwRxcJFG","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416113"
"/WjUpCqsQqFdkUrEvuYAQ+xkmFQHLcVXaDdHfbY","ASEbHVTzby/viUGfqRtjVefVRKqCYpY+JmP/Zue","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416117"
"SYYHzvjztKINhsIASgBUYyLUKROoPsrZBVOIYsg","ASEbHVTzby/viUGfqRtjVefVRKqCYpY+JmP/Zue","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416118"
"oXpixAbYNxROeliYkUwgIqQGgADrDLzvLYERQdS","q+QyAvtehlkXUCQXHuNGxxTHjH/TuJQQrfKBeqS","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416120"
"uLXSqNRVWT/CWktTPMAPoIbWEaP+fTGuIzuxCUJ","QmjoGZTDgylCoBRG+kSsJgyMQSXRORneucSeRIm","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416122"
"YCZQ/VE+HwMLaSdQLXFiVEMEvSKnQPxlYRQXiVm","dHTdWYRgAwNdHOWuWMJWhetbxUHtOlNcEt+VDpf","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416124"
"dVToSBzyrDolADXwXXZQ+mCxOFJgjYGlxWYIn+G","WZWYxicejRDYX/c/vccRkHXEaebLPZCRRSgTZLV","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416126"
"YEzyesTZfrkhyUzQITSqr/UyTipVD/PVZSwZqSH","nvyNzOySoLDFOzdYeypaQZApgkUBbIEaItlqosk","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416127"
"HxQMdUZc+mRehSYeQtvGFNrnIwPHlTBHNUYLYwF","/itZyVYCmsTcjVMKd/fhfiSCwSNoebUlsnXKgQx","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416128"
"AMQyExIZXefchZhRVM+wZxWlo/gvaXZjBVVrZTM","QPWjOZiPvFVIWTCWqRgQqeMpTrkuVjEfzMfCTAf","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416129"
"cZhTsrvhPd/aqgDMGXeGOYeINFP+PQFkDLaNSil","medgsKSspwnOXGuQaUZWcYBPMfZdWcexwXerBXx","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416132"
"UYrpBUAHRpKZGTQtdVACENhWVYHMXFIi/wfAYOy","G+ZkRISOTuXXwXLyaTtejwZpTNFQLjhCDZ/gHWQ","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416134"
"pzSXXYFmnJURfgRUWFhWGCk/ZUFautNaEVSHFEK","RnmTZiwYQcfV+bxqXQfXbUgaUXbfagIjREYTVhW","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416139"
"RvZQBDqwD+IbQVVk+cj/lZDNWmszeAv+lGpuSpT","WeVOfOWUCaRvqATwDlMfOYcTZrTvkBqGsUCGcuH","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416140"
"BkVUzY++TOQcuxbZiNFJVIRCbVSamPydARQISIu","LmhvvdeGfbWVBYSrSsZbROSYVVQuQSlXVKnDGrO","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416141"
"qoJVwWeEktYymCuIdHZIpEaazsCQXWCkYpLbniz","NCVyUNUVoUJXIohK+EXzqSSZMaGLrTNQssUTOTu","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416144"
"JSXqWAkkonIzxICMncoVqUMzzWorREjTPVlTX+m","R/BskmTSXcaTZtTvL/jKIWOokZprMexQPOEvNxa","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416145"
"UJuSltzcHGXNRSBVrkYnNoO+XzCTYETqcslCF/j","gAnsrRemFKB/SdD+fyLPYpejMrnCZE+QHRGcZdc","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416146"
"jeDDtQuZWAwYfSVFTTYWQjUeGG+LWkSeAXNW/pj","gAnsrRemFKB/SdD+fyLPYpejMrnCZE+QHRGcZdc","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416147"
"F+nK/VsV+F/fiwJcnRRbUndTGfyQYtvZdnuJZVO","dfENQYNBMWaTeMZDTSRQtulWBAUJBxwhUyNsTii","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416148"
"WjjgzDuXTNczXEywxUPYeFuTagQzBiYFdhVEcpY","heAxnOApEklRBnArRgsbkGRzsfNuViYmUrSPq/n","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416149"
"tcNHrrP+rVmY+TvrhopLs/TGwmRpdoskcDefgwF","MiPgyyWPngQYiRkeaajtOnQoKgQYYYzxS/uLXaF","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416150"
"aeUSOTvpLGHbMRksQSsoWFZOgGPOxXGsDvL+hxf","iVCqTYJsArVZvYudVgUzrMsQWjzCvYNAXnmWb/c","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416151"
"sUqtATysXTAipKmEFSnZTcRnprWvSTbyxTEJYQA","cgqUYYVxxdQNaneBmTkQXmrBZOUpPMJKiLpVPGq","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416152"
"aODLfigZHeNGCWxcJryUAQSYKYXteJwkrpQXyXR","ZpjsXgHB+OvNyvYZSTkpUMJhCJkujzSRLdesfkk","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416155"
"zfOvuDMAckkkwZrpWrvywzEPOdaadVRUjTaiFpa","DCovxBAUZoGtXiEjWVTlXkJUbWwflUzUpKJlQmK","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416157"
"zBQIyA+YtNZfpbdFUQPniyTMnKsWvIiZxjmQynx","NhktTKgeYVOHyLPIeJi/gSV/NZATR+rZXzUfXqw","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416158"
"yLErxXTQsAUTBkSURsrvgedUIUQfMzKSbmNatNZ","gsSTeOxNVLiYmcfqAVLdbzQbrWHVgcE/NzBWCDE","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416159"
"OBZSQSE/mXddmQyYhsQhtthaW/qNGwilunbi+zV","VJTcYalWtIcsYYWYzRWwSZSpcqKPzyKtEXaZXzL","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416160"
"NbRRVUjUHyIfSjIhQpfmBEARkYEyRSWVNUqwoUV","sziQqNZtvQPTdUxchUPjmYhuhQbmQPZxlvCXnUj","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416161"
"BVQYRlE/PzkGswGAVrKuyXXIaZNWpOcAeXSvWqQ","CWk/GaGReWQkN+ruxiiFeQvoTQZnMYnRStUvSCB","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416162"
"uQgjplcOncsKWAuVyYXQFiMjtOZFSsojQOIzBUZ","Lk+EKhZEgBdiwCsRSBUzZmZgISIHlWSjiHbvDNC","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416165"
"HSTnYwfwxTMaYMZRTFvosLIdsOzOmUVNJUOQSeW","Lk+EKhZEgBdiwCsRSBUzZmZgISIHlWSjiHbvDNC","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416166"
"OqISNnCdIOMNt+UFspOZXbYVTvBuXizUlPNbApP","VPHHEUDSqSmAfLRRPjqTNxKP/QnCXZbcWFoATYR","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416168"
"f/ChJsTexykzotIhnIUVguEQSACdBTIQZagXSdT","HlHhKAVulWPgMuLsfVRaQQbWURVwQeahZNYOKSn","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416171"
"jA+PzMSvZyHUVWyolJQHIThdZSRMe+SrX/fNYsQ","KFZkUNvbzMMlUHKzQHAyLBNttfdYsJUGfvNUoqT","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416172"
"iooN/dLYxYDnSWTllRJeEUEahyo+fgQWDte+XWV","KFZkUNvbzMMlUHKzQHAyLBNttfdYsJUGfvNUoqT","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416173"
"uzdPyjPlTK+fvGSDaxIlTFOYFSN/RVXiqaqWLID","ZWUTTKFjOElQQFIP/WVTDIKpCUBWx+HSUUdCRKS","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416174"
"yOCsaziwVVSuRfTF/OTrIIGZpvxUWQZoQMfrRBU","TkWtJk/RfMjXRuCoRJauWA+yaTpQpZbVHXWlfVH","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416175"
"RUkzdPRUul/fcQOaSJYNnFpjTtWPHnCAYIhzedb","NDNDZiFOQrZTOMgQNgIHNuTnLSHKqevBsXkbUhk","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416176"
"esdZDpVFoGUyNSNhRSEKVHtXxbxvVjIYyUztp+W","ArRVUUzREpYAqYpBUtilVFwrhqeegtASQieGIUx","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416177"
"fYMEYMwGqQrmRiVizYWXrUsRv+IodwZsDAVHmQo","pnlQ/cgyshJcbRtYRWnQTiUxQXUcfJibhVbqvfT","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416178"
"xjIZEcvt/cBN/SteyhWSxPNTOlqFahlU/jLhdWy","FMbVmGuTlqaSueFmUZLf+neXGEkYCBylKw+ExSi","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416184"
"gUpfThJgUEXGIHYRHSEXNrXYfIGSQaBruVyVPLI","rIRyLXu/ZUlHzWVAitn//tRQcLkVTwPvwXuvyRV","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416188"
"TafnFUNunvfzkXAqezVVWWENVyFDvlW/sVPsXjF","VVtRzHeBO+KXYUzaEdzQgdqVQnQtTUDQrJUaNXA","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416189"
"IpQTlxiLdljajgXWSgazxrJ+DYQQTtVWPTpHdcS","UznNSIDLPZGqQoZYdgwLf/EbACXQTiuFdaGQmvf","01","Turnusablesung",2024-09-16T00:00:00,"J09C1622","00000000000009416190"
"NdZHXElYKLNHCqqWGpXBTxLguTxoXLdYdsQu+Uu","OKjewQDRzmfxxJTJMWwdYHPCd+YyiYb/JMCSZSY","01","Turnusablesung",2025-07-31T00:00:00,"J09C1622","00000000000011521037"
"ROdENjSXkdosBWcVXuddafhcdqeWmmYbW/fvHYH","JNFwOfVWYnfF+bMRT/vkWlxNsawqsmdUdZXAVpL","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672364"
"sICidIlShmqVLJqxxdZFuxQBeiciXZLmJBqxMTS","mbYCSdyhwxWSmTSzHHTpUS/YBMZBAYCco/xkpZZ","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672368"
"fylLAslPUnIVrTSVlZQXYQSZHLXTaDiJhUmiqtq","HZnIRAC+yHMRwwYUiVyZjKVnWCptivHMXLTpeup","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672377"
"QbqTQflXfvJAFLHCNgvTc/TWeSUmrVZfXAZYSon","baYzFSqWzd+HSxXZOHvsykVjuNWviQEWz+HypIX","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672422"
"JXVGWJEJZdOEmlaKeWgxaCT+RtDsWLmUUhBJGpS","'+LzQYdmRWYAPARXhgpMdYyHUBY++tUxKaeK/ezH","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672436"
"ZeXXZERIcxxPwCLPdnSSLVPYICZapWC/TJTpCWS","ZMVKQOVQEoRZXufWVUAYCzxEtxGVLVA/kpGVAKl","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672444"
"jbfmVUVDShXbPAVVGAspgRgLqRJOXJrmtetO+EF","ONRbAUOwhnXsHJThSleTCaSRJQy+ZYjWdjcZLWw","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672471"
"FCEjU/XnvFMPGnTzmqAHrtaG+ZIZqTBBVFtXceb","vCkTUZXoPDliiuQXUvMByxsIQVjFdPjmCKFohSs","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672474"
"bqCSeETqjkyYYhTJQvqUiPywrqNIeibZbaYIBVK","I/zjSPEXLbQZK/BztYhVQfHTEjfgQeUTbXYyEXN","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672542"
"bWRny+GCPCPNEuQSqUSVsYkRRWSfjYGPHeVUnwO","Mqgzhcf/zMHAQkTZbscmReXTPlJyXBFhTH+PvOL","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672605"
"eytYWRVjvYaorufO+VTUpwsfBRZlTkhVpWasBQj","DnHkZXNLgtePpTEVPKqRQOoBBzGUbMVnuSVSuqI","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672614"
"nZVTbBhdokfRXVyLFIvq+zs/hJRQcqiFHVdxRLv","VHqsLaHH+SKIBSewU/XooCNsGbnSlIZiEpPejEw","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672643"
"BQDWurEG+BTBAl+wTGSRlgGhvCVWYaQQTplowIT","/dhUCsgvSRaTFhLbXEPRSyzIjjMVTwmvlDHfnmZ","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672685"
"UUtyCYgFJkTviqWNVKLXXVzzJMvVBZTRwWi/fEb","QRGW//WMTSRFqpEkyTycXSgeeevEvWYSYSSmViA","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672692"
"VwQmYRzDe/vhzRqsQRRABFQpBRGYUjuuUczZYjZ","RvzQzb/bvuMVAyYqHYtWfwuwlkGtIQUvOmWxvpt","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672769"
"GJWYyIAkWSHgRhwQDQDfVYCrdcrfzMjIRQPecHk","jrNfrUgkYJVHQFSUtOQTQueWBiTUXMyNmsqxFUZ","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672807"
"ROYKSXWzJRzwBEUpEFtZQzPaaWkwfQUrhcRBFIh","qetcTBZaMRSXPEAJNClGQWErSOUyqVzWhxYjbrE","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672888"
"vrRYSVZshnsZSdCovKWUKCNZ+swigZsoZiGNWKJ","lTduETaYOCU+qlOOLiQHyYKIPhYDhyPFdVyAXfP","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672900"
"UAUSyPPYVgTRISUxWZWbcwZLPQnJKYRmWlWSRRK","pKqykViBwYPjhSQhNkERcxpFiS+qGSIOkSXmNra","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672906"
"RyhUHTRVEjuSAYxUlmuvRuddwUyRQIT+Z/SpSZw","/w+vTtFKsFkflbsWwSDxpAOq/b+SiQwgjTfWhkp","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672940"
"LSofTaCWXMcxTKWsHUmZgxCzdIcLjwRoYdHFxSD","kYdAkNzdKOyQxwyxZSvWbvylOdAkiOtGQGozzww","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672959"
"KFcS+mfpaSOZXUUybVfORNvLZPQLYhsTcrBbuVo","Zz+HUv/FLqvTKdGIWdlOCRDsiiuMUOXgytiPRXX","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011672977"
"NfJDeOHSUZWtbSJUOekAbHAYShokgLEmCYcxtfn","ZyLBMhjLQuAVKdFjXGTDcVYXhFXnXoShqQBxLKU","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673052"
"J/zHZdNCnldTXcPAq+WwUYUubJPpZzgYQAAnNZZ","uCVVmaNWTCgXwLsJdYCTXLuDaMAJYspIBGEpCXO","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673108"
"oUDVtqFYYCfalXPkyRWEMxYQoSTLMLWvHQyMiSz","SzojcXrUcYUF/So+Isrmtkd+STttWQHWWVNGpyi","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673121"
"iYEJEvmDYUaKAjxWFWKwP+uXUOOyRREXISYUCJl","KfFeiOnupTZ/BOVFmbydvVQurOwCb+LgzOGaGHW","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673136"
"eLAzSABtTYAxpiBNGwEUAWDxoRpOnzNETtjvoQB","XRRVLwU/MSctzYTF+WEeFSDSQGNSCMbYavhSZLX","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673138"
"VWqdbKQmYWZgZxjvHFSHQWSAQURXPmOTXOUNZOb","aWpCwyeAWmZdqQXNXQmcGRTDcTAjizSY/ya/wEK","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673169"
"BqYMhQMUAdkJQqXuvsuATPRHSsFCLOWDpBZyXdM","RJmPUfEC/SZbzEUwtZQXkExWpnYkCLcJZyxrTpI","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673201"
"SAigWjrnlUUwAwFS+A+wXMeyX+RzSvZYaNYVRv/","yhmnMPIXYXOR+XekgHalbxrB+zUQSLmPkYEFVwr","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673210"
"oUWWFEwTXWEqwESKQtwYmCPSQURTUmlCU+VQzSq","HORBHgWzgrPUv+ABviezPGnllEQQQExDRUmIAjp","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673220"
"/rLQWUPKPxnXM/HhQSLrdZ+tR/URQmnetcde+qp","KTvYEyNUWxgUSQcS+IygzWacWqBORYvWUaQLfU/","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673274"
"rhmigHmhABehLmA+LyVITXqOoR+AOWYSRUZbYeI","YvRfObpaZXUfLVSKiGsgLnhdKqYeKfULuXvJRpz","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673288"
"WRSUpVyZQWhWGoFfH+rKqAUXTHqqEaigW+VoSzx","s/RzXwxPDHdZpZJVlSBbwXweqaBZPcnSJVkXrsL","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673296"
"LZKUHwUMsRVuLwtIQ/UVRXspYyWZtTWajRbacYb","ptuBTqnZaytctGxckYeSrjVOCMGHIVURTVwSRiC","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673344"
"pMRgsdBotfPjRuWdQtVqZJWPWVKPCsRiCNmHRmu","'+kaZOKWRzTgGMsEUQdSkHMxWACCnPOIzflRaYZf","01","Turnusablesung",2025-09-16T00:00:00,"J09C1621","00000000000011673345"
"wTYQSbHWy+tEkPL/TMzZmpyAAQsSZpdQknwTDtO","UDdUjNMSa+ByFBVrISFr/AYqYCTCnzrhyTsPPQd","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674619"
"'+YTZzwklpoXHzNq+jRulmxFVVlxdIavcIUIQpNW","TTzboWVRWCDRgWZmhXiArGkMVUTIWvJntZKMKTe","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674625"
"bpGqijzjIZu+GvOhZYxGVHoWv+hpPYKrfSTkHVM","hJFSRfTlaqMSFobyTmmgvtibAHZVQpFXErlvjVS","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674683"
"rWTNzztwZugdcRkrhvmdCFXTVAceeTmNwmRRpjO","ySLKmslppYBwDaQBMDRCtzgtF+Pml/x/ieeUSfE","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674684"
"cVXkCfnQgkrrjXkA+VeZy/QbNNvfZR/OSAPXjQU","hMWpoUSgyCzLUWUvsAvndWaTiuJdI+yfSuGNgcv","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674710"
"uwQ/oEUSrDHqgXTjrKbYKWPbCEgDlgFmRQbzvJD","q+QyAvtehlkXUCQXHuNGxxTHjH/TuJQQrfKBeqS","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674736"
"wjuAcHVbucyDqaXlb+ycVoRTWUFSQEjIXLHfSwY","dfENQYNBMWaTeMZDTSRQtulWBAUJBxwhUyNsTii","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674761"
"WHbGDVQfSPLWWiUxMlFVYdngWblwPiDZrrVWQED","DCovxBAUZoGtXiEjWVTlXkJUbWwflUzUpKJlQmK","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674769"
"XhDEMjtcEaQfKQSVDRTrVfoSRnJBYJXeYUXrcYB","VJTcYalWtIcsYYWYzRWwSZSpcqKPzyKtEXaZXzL","01","Turnusablesung",2025-09-16T00:00:00,"J09C1622","00000000000011674772"
